,Date,Price,Open,High,Low,Vol.,Change %
108,"Jul 20, 2023","9,700.00","9,700.00","9,900.00","9,500.00",,0.00%
109,"Jul 19, 2023","9,700.00","9,700.00","9,900.00","9,500.00",,0.00%
110,"Jul 18, 2023","9,700.00","9,700.00","9,900.00","9,500.00",,1.04%
111,"Jul 17, 2023","9,600.00","9,600.00","9,800.00","9,400.00",,0.00%
112,"Jul 14, 2023","9,600.00","9,600.00","9,800.00","9,400.00",,0.00%
113,"Jul 13, 2023","9,600.00","9,600.00","9,800.00","9,400.00",,0.00%
114,"Jul 12, 2023","9,600.00","9,600.00","9,800.00","9,400.00",,0.52%
115,"Jul 11, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
116,"Jul 10, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
117,"Jul 07, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
118,"Jul 06, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
119,"Jul 05, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
120,"Jul 04, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
121,"Jul 03, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
122,"Jun 30, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
123,"Jun 29, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
124,"Jun 28, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
125,"Jun 27, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
126,"Jun 26, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
127,"Jun 21, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
128,"Jun 20, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.00%
129,"Jun 19, 2023","9,550.00","9,550.00","9,750.00","9,350.00",,0.53%
130,"Jun 16, 2023","9,500.00","9,500.00","9,700.00","9,300.00",,0.00%
131,"Jun 15, 2023","9,500.00","9,500.00","9,700.00","9,300.00",,0.00%
132,"Jun 14, 2023","9,500.00","9,500.00","9,700.00","9,300.00",,0.00%
133,"Jun 13, 2023","9,500.00","9,500.00","9,700.00","9,300.00",,0.00%
134,"Jun 12, 2023","9,500.00","9,500.00","9,700.00","9,300.00",,0.53%
135,"Jun 09, 2023","9,450.00","9,450.00","9,650.00","9,250.00",,0.00%
136,"Jun 08, 2023","9,450.00","9,450.00","9,650.00","9,250.00",,0.00%
137,"Jun 07, 2023","9,450.00","9,450.00","9,650.00","9,250.00",,0.00%
138,"Jun 06, 2023","9,450.00","9,450.00","9,650.00","9,250.00",,0.00%
139,"Jun 05, 2023","9,450.00","9,450.00","9,650.00","9,250.00",,0.00%
140,"Jun 02, 2023","9,450.00","9,450.00","9,650.00","9,250.00",,0.00%
141,"Jun 01, 2023","9,450.00","9,450.00","9,650.00","9,250.00",,0.00%
142,"May 31, 2023","9,450.00","9,450.00","9,650.00","9,250.00",,0.53%
143,"May 30, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
144,"May 29, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
145,"May 26, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
146,"May 25, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
147,"May 24, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
148,"May 23, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
149,"May 22, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
150,"May 19, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
151,"May 18, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
152,"May 17, 2023","9,400.00","9,400.00","9,600.00","9,200.00",,0.00%
