"Date","Price","Open","High","Low","Vol.","Change %"
"09/29/2022","51,608.00","51,608.00","51,608.00","51,608.00","","-0.01%"
"09/28/2022","51,613.00","51,613.00","51,613.00","51,613.00","","0.00%"
"09/27/2022","51,613.00","51,613.00","51,613.00","51,613.00","","0.00%"
"09/26/2022","51,613.00","51,613.00","51,613.00","51,613.00","","-0.05%"
"09/23/2022","51,640.00","51,640.00","51,640.00","51,640.00","","-0.01%"
"09/22/2022","51,645.00","51,645.00","51,645.00","51,645.00","","-0.01%"
"09/21/2022","51,650.00","51,650.00","51,650.00","51,650.00","","-0.01%"
"09/20/2022","51,655.00","51,655.00","51,655.00","51,655.00","","0.28%"
"09/19/2022","51,510.00","51,510.00","51,510.00","51,510.00","0.01K","-0.03%"
"09/16/2022","51,526.00","51,526.00","51,526.00","51,526.00","","-0.01%"
"09/15/2022","51,531.00","51,531.00","51,531.00","51,531.00","","-0.01%"
"09/14/2022","51,536.00","51,536.00","51,536.00","51,536.00","","-0.01%"
"09/13/2022","51,541.00","51,541.00","51,541.00","51,541.00","","-0.01%"
"09/12/2022","51,545.00","51,545.00","51,545.00","51,545.00","","-0.03%"
"09/09/2022","51,558.00","51,558.00","51,558.00","51,558.00","","-0.02%"
"09/07/2022","51,566.00","51,566.00","51,566.00","51,566.00","","-0.01%"
"09/06/2022","51,570.00","51,570.00","51,570.00","51,570.00","","-0.01%"
"09/05/2022","51,574.00","51,574.00","51,574.00","51,574.00","","-0.03%"
"09/02/2022","51,587.00","51,587.00","51,587.00","51,587.00","","-0.01%"
"09/01/2022","51,591.00","51,591.00","51,591.00","51,591.00","","-0.01%"
"08/31/2022","51,595.00","51,595.00","51,595.00","51,595.00","","0.00%"
"08/30/2022","51,595.00","51,595.00","51,595.00","51,595.00","","-0.04%"
"08/26/2022","51,617.00","51,617.00","51,617.00","51,617.00","0.00K","0.00%"
"08/25/2022","51,617.00","51,617.00","51,617.00","51,617.00","","0.00%"
"08/24/2022","51,617.00","51,617.00","51,617.00","51,617.00","","5.07%"
"08/23/2022","49,126.00","49,126.00","49,126.00","49,126.00","","-0.01%"
"08/22/2022","49,130.00","49,130.00","49,130.00","49,130.00","","-0.03%"
"08/19/2022","49,147.00","49,147.00","49,147.00","49,147.00","","0.00%"
"08/18/2022","49,147.00","49,147.00","49,147.00","49,147.00","","-0.01%"
"08/17/2022","49,151.00","49,151.00","49,151.00","49,151.00","","5.35%"
"08/16/2022","46,655.00","46,655.00","46,655.00","46,655.00","","0.33%"
"08/15/2022","46,500.00","46,500.00","46,500.00","46,500.00","0.02K","-1.07%"
"08/12/2022","47,005.00","47,005.00","47,005.00","47,005.00","","0.00%"
"08/11/2022","47,005.00","47,005.00","47,005.00","47,005.00","","-0.04%"
"08/10/2022","47,025.00","47,025.00","47,025.00","47,025.00","","-4.07%"
"08/09/2022","49,020.00","49,020.00","49,020.00","49,020.00","","-0.01%"
"08/08/2022","49,025.00","49,025.00","49,025.00","49,025.00","","-0.04%"
"08/05/2022","49,046.00","49,046.00","49,046.00","49,046.00","","0.00%"
"08/04/2022","49,046.00","49,046.00","49,046.00","49,046.00","","-2.03%"
"08/03/2022","50,064.00","50,064.00","50,064.00","50,064.00","","-0.01%"
"08/02/2022","50,070.00","50,070.00","50,070.00","50,070.00","","-0.01%"
"08/01/2022","50,076.00","50,076.00","50,076.00","50,076.00","","-0.04%"
"07/29/2022","50,097.00","50,097.00","50,097.00","50,097.00","","0.00%"
"07/28/2022","50,097.00","50,097.00","50,097.00","50,097.00","","-0.01%"
"07/27/2022","50,103.00","50,103.00","50,103.00","50,103.00","","-0.01%"
"07/26/2022","50,109.00","50,109.00","50,109.00","50,109.00","","-0.01%"
"07/25/2022","50,115.00","50,115.00","50,115.00","50,115.00","","-0.04%"
"07/22/2022","50,137.00","50,137.00","50,137.00","50,137.00","","0.00%"
"07/21/2022","50,137.00","50,137.00","50,137.00","50,137.00","","-0.01%"
"07/20/2022","50,142.50","50,142.50","50,142.50","50,142.50","","-0.01%"
"07/19/2022","50,148.00","50,148.00","50,148.00","50,148.00","0.01K","0.30%"
"07/18/2022","50,000.00","50,000.00","50,000.00","50,000.00","0.02K","-9.10%"
"07/15/2022","55,006.00","55,006.00","55,006.00","55,006.00","","-8.33%"
"07/14/2022","60,007.00","60,007.00","60,007.00","60,007.00","","-0.01%"
"07/13/2022","60,012.00","60,012.00","60,012.00","60,012.00","","-0.01%"
"07/12/2022","60,017.00","60,017.00","60,017.00","60,017.00","","-0.01%"
"07/11/2022","60,022.50","60,022.50","60,022.50","60,022.50","","-0.04%"
"07/08/2022","60,044.00","60,044.00","60,044.00","60,044.00","","-0.01%"
"07/07/2022","60,049.50","60,049.50","60,049.50","60,049.50","","-0.03%"
"07/06/2022","60,065.00","60,065.00","60,065.00","60,065.00","","-7.67%"
"07/05/2022","65,055.00","65,055.00","65,055.00","65,055.00","","-0.01%"
"07/04/2022","65,060.50","65,060.50","65,060.50","65,060.50","","-0.03%"
"07/01/2022","65,082.00","65,082.00","65,082.00","65,082.00","","-7.16%"
"06/30/2022","70,098.00","70,098.00","70,098.00","70,098.00","","-0.01%"
"06/29/2022","70,103.00","70,103.00","70,103.00","70,103.00","","-0.01%"
"06/28/2022","70,108.00","70,108.00","70,108.00","70,108.00","","-1.41%"
"06/27/2022","71,113.00","71,113.00","71,113.00","71,113.00","","-1.33%"
"06/24/2022","72,074.00","72,074.00","72,074.00","72,074.00","","0.00%"
"06/23/2022","72,074.00","72,074.00","72,074.00","72,074.00","","-0.03%"
"06/22/2022","72,096.50","72,096.50","72,096.50","72,096.50","","-0.01%"
"06/21/2022","72,102.00","72,102.00","72,102.00","72,102.00","","-0.01%"
"06/20/2022","72,106.50","72,106.50","72,106.50","72,106.50","","-0.03%"
"06/17/2022","72,125.00","72,125.00","72,125.00","72,125.00","","-0.02%"
"06/16/2022","72,138.00","72,138.00","72,138.00","72,138.00","","-0.01%"
"06/15/2022","72,142.00","72,142.00","72,142.00","72,142.00","","-0.01%"
"06/14/2022","72,146.00","72,146.00","72,146.00","72,146.00","","0.20%"
"06/13/2022","72,000.00","72,000.00","72,000.00","72,000.00","0.01K","-0.69%"
"06/10/2022","72,502.00","72,502.00","72,502.00","72,502.00","","0.00%"
"06/09/2022","72,502.00","72,502.00","72,502.00","72,502.00","","-0.01%"
"06/08/2022","72,506.00","72,506.00","72,506.00","72,506.00","","-0.01%"
"06/07/2022","72,510.00","72,510.00","72,510.00","72,510.00","","-1.36%"
"06/06/2022","73,509.00","73,509.00","73,509.00","73,509.00","","-0.17%"
"06/01/2022","73,636.00","73,636.00","73,636.00","73,636.00","","-0.01%"
"05/31/2022","73,640.00","73,640.00","73,640.00","73,640.00","","-0.01%"
"05/30/2022","73,644.00","73,644.00","73,644.00","73,644.00","","-0.02%"
"05/27/2022","73,661.00","73,661.00","73,661.00","73,661.00","","-1.34%"
"05/26/2022","74,661.00","74,661.00","74,661.00","74,661.00","","-0.01%"
"05/25/2022","74,665.00","74,665.00","74,665.00","74,665.00","","-0.01%"
"05/24/2022","74,669.00","74,669.00","74,669.00","74,669.00","","-0.01%"
"05/23/2022","74,673.00","74,673.00","74,673.00","74,673.00","","-0.02%"
"05/20/2022","74,690.00","74,690.00","74,690.00","74,690.00","","0.00%"
"05/19/2022","74,690.00","74,690.00","74,690.00","74,690.00","","-0.01%"
"05/18/2022","74,695.00","74,695.00","74,695.00","74,695.00","","-0.01%"
"05/17/2022","74,700.00","74,700.00","74,700.00","74,700.00","","0.04%"
"05/16/2022","74,668.00","74,668.00","74,668.00","74,668.00","0.01K","-8.60%"
"05/13/2022","81,690.00","81,690.00","81,690.00","81,690.00","","0.00%"
"05/12/2022","81,690.00","81,690.00","81,690.00","81,690.00","","-0.01%"
"05/11/2022","81,696.00","81,696.00","81,696.00","81,696.00","","-0.01%"
"05/10/2022","81,701.00","81,701.00","81,701.00","81,701.00","","-0.01%"
"05/09/2022","81,707.00","81,707.00","81,707.00","81,707.00","","-0.03%"
"05/06/2022","81,729.00","81,729.00","81,729.00","81,729.00","","0.00%"
"05/05/2022","81,729.00","81,729.00","81,729.00","81,729.00","","-0.01%"
"05/04/2022","81,734.00","81,734.00","81,734.00","81,734.00","","-0.01%"
"05/03/2022","81,740.00","81,740.00","81,740.00","81,740.00","","-0.03%"
"04/29/2022","81,767.00","81,767.00","81,767.00","81,767.00","","-0.01%"
"04/28/2022","81,772.00","81,772.00","81,772.00","81,772.00","","-0.01%"
"04/27/2022","81,777.00","81,777.00","81,777.00","81,777.00","","-0.01%"
"04/26/2022","81,782.00","81,782.00","81,782.00","81,782.00","","-0.01%"
"04/25/2022","81,787.00","81,787.00","81,787.00","81,787.00","","-0.02%"
"04/22/2022","81,803.00","81,803.00","81,803.00","81,803.00","","-0.01%"
"04/21/2022","81,808.00","81,808.00","81,808.00","81,808.00","","-0.01%"
"04/20/2022","81,813.00","81,813.00","81,813.00","81,813.00","","-0.01%"
"04/19/2022","81,818.00","81,818.00","81,818.00","81,818.00","","0.02%"
"04/14/2022","81,800.00","81,800.00","81,800.00","81,800.00","0.01K","0.00%"
"04/13/2022","81,804.00","81,804.00","81,804.00","81,804.00","","-0.01%"
"04/12/2022","81,809.00","81,809.00","81,809.00","81,809.00","","0.00%"
"04/11/2022","81,813.00","81,813.00","81,813.00","81,813.00","","-0.02%"
"04/08/2022","81,827.00","81,827.00","81,827.00","81,827.00","","0.00%"
"04/07/2022","81,831.00","81,831.00","81,831.00","81,831.00","","0.00%"
"04/06/2022","81,835.00","81,835.00","81,835.00","81,835.00","","0.00%"
"04/05/2022","81,839.00","81,839.00","81,839.00","81,839.00","","0.00%"
"04/04/2022","81,839.00","81,839.00","81,839.00","81,839.00","","-0.02%"
"04/01/2022","81,856.00","81,856.00","81,856.00","81,856.00","","0.00%"
"03/31/2022","81,860.00","81,860.00","81,860.00","81,860.00","","0.00%"
"03/30/2022","81,860.00","81,860.00","81,860.00","81,860.00","","0.00%"
"03/29/2022","81,864.00","81,864.00","81,864.00","81,864.00","","0.00%"
"03/28/2022","81,868.00","81,868.00","81,868.00","81,868.00","","-0.02%"
"03/25/2022","81,885.00","81,885.00","81,885.00","81,885.00","","0.00%"
"03/24/2022","81,885.00","81,885.00","81,885.00","81,885.00","","0.00%"
"03/23/2022","81,889.00","81,889.00","81,889.00","81,889.00","","0.00%"
"03/22/2022","81,893.00","81,893.00","81,893.00","81,893.00","","0.00%"
"03/21/2022","81,897.00","81,897.00","81,897.00","81,897.00","","-0.02%"
"03/18/2022","81,914.00","81,914.00","81,914.00","81,914.00","","0.00%"
"03/17/2022","81,914.00","81,914.00","81,914.00","81,914.00","","0.00%"
"03/16/2022","81,918.00","81,918.00","81,918.00","81,918.00","","-0.01%"
"03/15/2022","81,923.00","81,923.00","81,923.00","81,923.00","","0.05%"
"03/14/2022","81,886.00","81,886.00","81,886.00","81,886.00","0.01K","-0.02%"
"03/11/2022","81,900.00","81,900.00","81,900.00","81,900.00","","0.00%"
"03/10/2022","81,900.00","81,900.00","81,900.00","81,900.00","","0.17%"
"03/09/2022","81,760.00","81,760.00","81,760.00","81,760.00","","0.30%"
"03/08/2022","81,519.00","81,519.00","81,519.00","81,519.00","","3.16%"
"03/07/2022","79,023.00","79,023.00","79,023.00","79,023.00","","4.62%"
"03/04/2022","75,531.00","75,531.00","75,531.00","75,531.00","","0.00%"
"03/03/2022","75,531.00","75,531.00","75,531.00","75,531.00","","2.44%"
"03/02/2022","73,731.00","73,731.00","73,731.00","73,731.00","","-0.02%"
"03/01/2022","73,749.00","73,749.00","73,749.00","73,749.00","","-0.02%"
"02/28/2022","73,767.00","73,767.00","73,767.00","73,767.00","","-0.01%"
"02/25/2022","73,774.00","73,774.00","73,774.00","73,774.00","","-0.01%"
"02/24/2022","73,778.00","73,778.00","73,778.00","73,778.00","","0.97%"
"02/23/2022","73,072.00","73,072.00","73,072.00","73,072.00","","0.00%"
"02/22/2022","73,072.00","73,072.00","73,072.00","73,072.00","","0.69%"
"02/21/2022","72,573.00","72,573.00","72,573.00","72,573.00","","-0.01%"
"02/18/2022","72,580.00","72,580.00","72,580.00","72,580.00","","2.51%"
"02/17/2022","70,803.00","70,803.00","70,803.00","70,803.00","","-0.01%"
"02/16/2022","70,807.00","70,807.00","70,807.00","70,807.00","","0.00%"
"02/15/2022","70,807.00","70,807.00","70,807.00","70,807.00","","0.13%"
"02/14/2022","70,717.00","70,717.00","70,717.00","70,717.00","0.01K","-0.01%"
"02/11/2022","70,724.50","70,724.50","70,724.50","70,724.50","","0.00%"
"02/10/2022","70,728.00","70,728.00","70,728.00","70,728.00","","0.00%"
"02/09/2022","70,731.00","70,731.00","70,731.00","70,731.00","","0.00%"
"02/08/2022","70,731.00","70,731.00","70,731.00","70,731.00","","-0.01%"
"02/07/2022","70,741.00","70,741.00","70,741.00","70,741.00","","-0.01%"
"02/04/2022","70,748.00","70,748.00","70,748.00","70,748.00","","0.00%"
"02/03/2022","70,751.00","70,751.00","70,751.00","70,751.00","","0.00%"
"02/02/2022","70,751.00","70,751.00","70,751.00","70,751.00","","0.00%"
"02/01/2022","70,751.00","70,751.00","70,751.00","70,751.00","","-0.02%"
"01/31/2022","70,764.00","70,764.00","70,764.00","70,764.00","","-0.01%"
"01/28/2022","70,768.00","70,768.00","70,768.00","70,768.00","","-0.01%"
"01/27/2022","70,772.00","70,772.00","70,772.00","70,772.00","","-0.01%"
"01/26/2022","70,776.00","70,776.00","70,776.00","70,776.00","","-0.01%"
"01/25/2022","70,780.00","70,780.00","70,780.00","70,780.00","","-1.39%"
"01/24/2022","71,780.00","71,780.00","71,780.00","71,780.00","","0.05%"
"01/21/2022","71,744.00","71,744.00","71,744.00","71,744.00","","-0.01%"
"01/20/2022","71,750.00","71,750.00","71,750.00","71,750.00","0.01K","2.13%"
"01/19/2022","70,254.00","70,254.00","70,254.00","70,254.00","","0.00%"
"01/18/2022","70,254.00","70,254.00","70,254.00","70,254.00","","0.15%"
"01/17/2022","70,149.00","70,149.00","70,149.00","70,149.00","0.00K","-0.03%"
"01/14/2022","70,169.00","70,169.00","70,169.00","70,169.00","","-0.01%"
"01/13/2022","70,173.00","70,173.00","70,173.00","70,173.00","","-0.01%"
"01/12/2022","70,177.50","70,177.50","70,177.50","70,177.50","","-0.01%"
"01/11/2022","70,182.00","70,182.00","70,182.00","70,182.00","","0.00%"
"01/10/2022","70,182.00","70,182.00","70,182.00","70,182.00","","-0.02%"
"01/07/2022","70,199.00","70,199.00","70,199.00","70,199.00","","-0.01%"
"01/06/2022","70,204.00","70,204.00","70,204.00","70,204.00","","-0.01%"
"01/05/2022","70,209.00","70,209.00","70,209.00","70,209.00","","-0.01%"
"01/04/2022","70,214.00","70,214.00","70,214.00","70,214.00","","-0.03%"
"12/31/2021","70,232.00","70,232.00","70,232.00","70,232.00","","-0.01%"
"12/30/2021","70,236.00","70,236.00","70,236.00","70,236.00","","-0.01%"
"12/29/2021","70,240.50","70,240.50","70,240.50","70,240.50","","-0.03%"
"12/24/2021","70,262.00","70,262.00","70,262.00","70,262.00","","-0.01%"
"12/23/2021","70,266.00","70,266.00","70,266.00","70,266.00","","-0.01%"
"12/22/2021","70,270.00","70,270.00","70,270.00","70,270.00","","-0.01%"
"12/21/2021","70,274.00","70,274.00","70,274.00","70,274.00","","0.00%"
"12/20/2021","70,274.00","70,274.00","70,274.00","70,274.00","","-0.02%"
"12/17/2021","70,291.00","70,291.00","70,291.00","70,291.00","","0.98%"
"12/16/2021","69,610.00","69,610.00","69,610.00","69,610.00","","0.00%"
"12/15/2021","69,613.00","69,613.00","69,613.00","69,613.00","","0.00%"
"12/14/2021","69,616.00","69,616.00","69,616.00","69,616.00","","0.14%"
"12/13/2021","69,516.00","69,516.00","69,516.00","69,516.00","0.00K","-0.02%"
"12/10/2021","69,529.00","69,529.00","69,529.00","69,529.00","","0.00%"
"12/09/2021","69,532.00","69,532.00","69,532.00","69,532.00","","0.00%"
"12/08/2021","69,535.00","69,535.00","69,535.00","69,535.00","","0.03%"
"12/07/2021","69,512.00","69,512.00","69,512.00","69,512.00","","0.72%"
"12/06/2021","69,014.00","69,014.00","69,014.00","69,014.00","","3.37%"
"12/03/2021","66,762.00","66,762.00","66,762.00","66,762.00","","-0.01%"
"12/02/2021","66,768.00","66,768.00","66,768.00","66,768.00","","1.36%"
"12/01/2021","65,874.00","65,874.00","65,874.00","65,874.00","","0.52%"
"11/30/2021","65,530.00","65,530.00","65,530.00","65,530.00","","4.21%"
"11/29/2021","62,885.00","62,885.00","62,885.00","62,885.00","","-0.03%"
"11/26/2021","62,901.00","62,901.00","62,901.00","62,901.00","","0.00%"
"11/25/2021","62,901.00","62,901.00","62,901.00","62,901.00","","-0.01%"
"11/24/2021","62,907.00","62,907.00","62,907.00","62,907.00","","-0.01%"
"11/23/2021","62,913.00","62,913.00","62,913.00","62,913.00","","2.61%"
"11/22/2021","61,313.50","61,313.50","61,313.50","61,313.50","","-0.04%"
"11/19/2021","61,335.00","61,335.00","61,335.00","61,335.00","","0.00%"
"11/18/2021","61,335.00","61,335.00","61,335.00","61,335.00","","-0.01%"
"11/17/2021","61,340.00","61,340.00","61,340.00","61,340.00","","0.07%"
"11/16/2021","61,295.00","61,295.00","61,295.00","61,295.00","","3.54%"
"11/15/2021","59,200.00","59,200.00","59,200.00","59,200.00","0.01K","-0.04%"
"11/12/2021","59,222.00","59,222.00","59,222.00","59,222.00","","0.00%"
"11/11/2021","59,222.00","59,222.00","59,222.00","59,222.00","0.01K","-0.01%"
"11/10/2021","59,227.00","59,227.00","59,227.00","59,227.00","","-0.01%"
"11/09/2021","59,232.00","59,232.00","59,232.00","59,232.00","","-0.01%"
"11/08/2021","59,237.50","59,237.50","59,237.50","59,237.50","","-0.04%"
"11/05/2021","59,259.00","59,259.00","59,259.00","59,259.00","","1.72%"
"11/04/2021","58,259.00","58,259.00","58,259.00","58,259.00","","0.33%"
"11/03/2021","58,065.00","58,065.00","58,065.00","58,065.00","","3.11%"
"11/02/2021","56,313.00","56,313.00","56,313.00","56,313.00","","-0.01%"
"11/01/2021","56,319.00","56,319.00","56,319.00","56,319.00","","-0.04%"
"10/29/2021","56,340.00","56,340.00","56,340.00","56,340.00","","0.00%"
"10/28/2021","56,340.00","56,340.00","56,340.00","56,340.00","","-0.01%"
"10/27/2021","56,345.00","56,345.00","56,345.00","56,345.00","","0.07%"
"10/26/2021","56,308.00","56,308.00","56,308.00","56,308.00","","-0.01%"
"10/25/2021","56,313.00","56,313.00","56,313.00","56,313.00","","-0.04%"
"10/22/2021","56,335.00","56,335.00","56,335.00","56,335.00","","0.18%"
"10/21/2021","56,233.00","56,233.00","56,233.00","56,233.00","","-0.01%"
"10/20/2021","56,238.00","56,238.00","56,238.00","56,238.00","","-0.01%"
"10/19/2021","56,243.50","56,243.50","56,243.50","56,243.50","","0.26%"
"10/18/2021","56,100.00","56,100.00","56,100.00","56,100.00","0.02K","0.05%"
"10/15/2021","56,074.00","56,074.00","56,074.00","56,074.00","","0.36%"
"10/14/2021","55,874.00","55,874.00","55,874.00","55,874.00","","5.50%"
"10/13/2021","52,959.00","52,959.00","52,959.00","52,959.00","","-0.01%"
"10/12/2021","52,963.00","52,963.00","52,963.00","52,963.00","","-0.01%"
"10/11/2021","52,967.00","52,967.00","52,967.00","52,967.00","","-0.03%"
"10/08/2021","52,985.00","52,985.00","52,985.00","52,985.00","","0.00%"
"10/07/2021","52,985.00","52,985.00","52,985.00","52,985.00","","-0.01%"
"10/06/2021","52,989.00","52,989.00","52,989.00","52,989.00","","-0.01%"
"10/05/2021","52,993.00","52,993.00","52,993.00","52,993.00","","-0.01%"
"10/04/2021","52,997.00","52,997.00","52,997.00","52,997.00","","-0.03%"
"10/01/2021","53,014.50","53,014.50","53,014.50","53,014.50","","-0.01%"
"09/30/2021","53,019.00","53,019.00","53,019.00","53,019.00","","-0.01%"
"09/29/2021","53,023.00","53,023.00","53,023.00","53,023.00","","0.00%"
"09/28/2021","53,023.00","53,023.00","53,023.00","53,023.00","","0.00%"
"09/27/2021","53,023.00","53,023.00","53,023.00","53,023.00","","-0.04%"
"09/24/2021","53,044.00","53,044.00","53,044.00","53,044.00","","-0.01%"
"09/23/2021","53,048.00","53,048.00","53,048.00","53,048.00","","-0.01%"
"09/22/2021","53,052.00","53,052.00","53,052.00","53,052.00","","-0.01%"
"09/21/2021","53,056.00","53,056.00","53,056.00","53,056.00","","-0.01%"
"09/20/2021","53,060.00","53,060.00","53,060.00","53,060.00","","-0.02%"
"09/17/2021","53,073.00","53,073.00","53,073.00","53,073.00","","3.66%"
"09/16/2021","51,197.50","51,197.50","51,197.50","51,197.50","","-0.01%"
"09/15/2021","51,202.00","51,202.00","51,202.00","51,202.00","","-0.01%"
"09/14/2021","51,207.50","51,207.50","51,207.50","51,207.50","","0.17%"
"09/13/2021","51,123.00","51,123.00","51,123.00","51,123.00","0.01K","-0.03%"
"09/10/2021","51,139.00","51,139.00","51,139.00","51,139.00","0.00K","-0.01%"
"09/09/2021","51,144.50","51,144.50","51,144.50","51,144.50","","1.30%"
"09/08/2021","50,490.00","50,490.00","50,490.00","50,490.00","","-0.01%"
"09/07/2021","50,495.50","50,495.50","50,495.50","50,495.50","","-0.01%"
"09/06/2021","50,500.75","50,500.75","50,500.75","50,500.75","","-0.03%"
"09/03/2021","50,517.00","50,517.00","50,517.00","50,517.00","","-0.01%"
"09/02/2021","50,522.00","50,522.00","50,522.00","50,522.00","","-0.01%"
"09/01/2021","50,527.00","50,527.00","50,527.00","50,527.00","0.00K","0.81%"
"08/31/2021","50,121.50","50,121.50","50,121.50","50,121.50","","-0.04%"
"08/27/2021","50,143.00","50,143.00","50,143.00","50,143.00","","0.00%"
"08/26/2021","50,143.00","50,143.00","50,143.00","50,143.00","","0.00%"
"08/25/2021","50,143.00","50,143.00","50,143.00","50,143.00","","-2.11%"
"08/24/2021","51,223.00","51,223.00","51,223.00","51,223.00","","-0.01%"
"08/23/2021","51,228.00","51,228.00","51,228.00","51,228.00","","-0.04%"
"08/20/2021","51,249.50","51,249.50","51,249.50","51,249.50","","0.00%"
"08/19/2021","51,249.50","51,249.50","51,249.50","51,249.50","","-0.01%"
"08/18/2021","51,255.00","51,255.00","51,255.00","51,255.00","","-1.55%"
"08/17/2021","52,060.00","52,060.00","52,060.00","52,060.00","","-0.51%"
"08/16/2021","52,328.50","52,328.50","52,328.50","52,328.50","0.00K","-0.04%"
"08/13/2021","52,350.50","52,350.50","52,350.50","52,350.50","","0.00%"
"08/12/2021","52,350.50","52,350.50","52,350.50","52,350.50","","0.00%"
"08/11/2021","52,350.50","52,350.50","52,350.50","52,350.50","","-0.02%"
"08/10/2021","52,361.50","52,361.50","52,361.50","52,361.50","","-0.01%"
"08/09/2021","52,367.00","52,367.00","52,367.00","52,367.00","","-0.04%"
"08/06/2021","52,389.00","52,389.00","52,389.00","52,389.00","0.00K","0.00%"
"08/05/2021","52,389.00","52,389.00","52,389.00","52,389.00","","-0.01%"
"08/04/2021","52,394.00","52,394.00","52,394.00","52,394.00","","-0.01%"
"08/03/2021","52,399.00","52,399.00","52,399.00","52,399.00","","-0.01%"
"08/02/2021","52,404.00","52,404.00","52,404.00","52,404.00","","-0.04%"
"07/30/2021","52,426.00","52,426.00","52,426.00","52,426.00","","0.00%"
"07/29/2021","52,426.00","52,426.00","52,426.00","52,426.00","","-0.01%"
"07/28/2021","52,431.00","52,431.00","52,431.00","52,431.00","","-0.01%"
"07/27/2021","52,436.00","52,436.00","52,436.00","52,436.00","","-0.01%"
"07/26/2021","52,441.00","52,441.00","52,441.00","52,441.00","","-0.04%"
"07/23/2021","52,463.00","52,463.00","52,463.00","52,463.00","","0.00%"
"07/22/2021","52,463.00","52,463.00","52,463.00","52,463.00","","-0.01%"
"07/21/2021","52,468.00","52,468.00","52,468.00","52,468.00","","-0.01%"
"07/20/2021","52,473.00","52,473.00","52,473.00","52,473.00","","-0.01%"
"07/19/2021","52,477.50","52,477.50","52,477.50","52,477.50","","-0.03%"
"07/16/2021","52,495.50","52,495.50","52,495.50","52,495.50","0.00K","0.00%"
"07/15/2021","52,495.50","52,495.50","52,495.50","52,495.50","","-0.01%"
"07/14/2021","52,500.00","52,500.00","52,500.00","52,500.00","","4.06%"
"07/13/2021","50,450.00","50,450.00","50,450.00","50,450.00","","-0.01%"
"07/12/2021","50,454.00","50,454.00","50,454.00","50,454.00","","-0.03%"
"07/09/2021","50,471.00","50,471.00","50,471.00","50,471.00","","0.00%"
"07/08/2021","50,471.00","50,471.00","50,471.00","50,471.00","","-0.01%"
"07/07/2021","50,475.00","50,475.00","50,475.00","50,475.00","","-0.01%"
"07/06/2021","50,479.00","50,479.00","50,479.00","50,479.00","","-0.01%"
"07/05/2021","50,483.00","50,483.00","50,483.00","50,483.00","","-0.03%"
"07/02/2021","50,500.00","50,500.00","50,500.00","50,500.00","","0.00%"
"07/01/2021","50,500.00","50,500.00","50,500.00","50,500.00","","1.78%"
"06/30/2021","49,618.00","49,618.00","49,618.00","49,618.00","","2.26%"
"06/29/2021","48,521.00","48,521.00","48,521.00","48,521.00","","6.64%"
"06/28/2021","45,500.00","45,500.00","45,500.00","45,500.00","","-0.04%"
"06/25/2021","45,517.00","45,517.00","45,517.00","45,517.00","","0.00%"
"06/24/2021","45,518.00","45,518.00","45,518.00","45,518.00","","-0.01%"
"06/23/2021","45,522.00","45,522.00","45,522.00","45,522.00","","-0.01%"
"06/22/2021","45,526.00","45,526.00","45,526.00","45,526.00","","2.27%"
"06/21/2021","44,515.00","44,515.00","44,515.00","44,515.00","","-0.04%"
"06/18/2021","44,532.00","44,532.00","44,532.00","44,532.00","","0.00%"
"06/17/2021","44,532.00","44,532.00","44,532.00","44,532.00","","4.70%"
"06/16/2021","42,531.00","42,531.00","42,531.00","42,531.00","","-0.01%"
"06/15/2021","42,535.00","42,535.00","42,535.00","42,535.00","","0.08%"
"06/14/2021","42,500.00","42,500.00","42,500.00","42,500.00","","0.00%"
"06/11/2021","42,500.00","42,500.00","42,500.00","42,500.00","0.01K","0.00%"
"06/10/2021","42,500.00","42,500.00","42,500.00","42,500.00","","0.00%"
"06/09/2021","42,500.00","42,500.00","42,500.00","42,500.00","","0.00%"
"06/08/2021","42,500.00","42,500.00","42,500.00","42,500.00","","0.00%"
"06/07/2021","42,500.00","42,500.00","42,500.00","42,500.00","","0.00%"
"06/04/2021","42,500.00","42,500.00","42,500.00","42,500.00","","0.00%"
"06/03/2021","42,500.00","42,500.00","42,500.00","42,500.00","","-2.56%"
"06/02/2021","43,615.00","43,615.00","43,615.00","43,615.00","","0.00%"
"06/01/2021","43,615.00","43,615.00","43,615.00","43,615.00","0.01K","0.00%"
"05/28/2021","43,615.00","43,615.00","43,615.00","43,615.00","","0.00%"
"05/27/2021","43,615.00","43,615.00","43,615.00","43,615.00","","0.00%"
"05/26/2021","43,615.00","43,615.00","43,615.00","43,615.00","","0.00%"
"05/25/2021","43,615.00","43,615.00","43,615.00","43,615.00","","0.00%"
"05/24/2021","43,615.00","43,615.00","43,615.00","43,615.00","","0.00%"
"05/21/2021","43,615.00","43,615.00","43,615.00","43,615.00","","0.00%"
"05/20/2021","43,615.00","43,615.00","43,615.00","43,615.00","","-0.08%"
"05/19/2021","43,650.00","43,650.00","43,650.00","43,650.00","","0.00%"
"05/18/2021","43,650.00","43,650.00","43,650.00","43,650.00","","-1.01%"
"05/17/2021","44,095.00","44,095.00","44,095.00","44,095.00","","0.00%"
"05/14/2021","44,095.00","44,095.00","44,095.00","44,095.00","0.01K","-1.21%"
"05/13/2021","44,635.00","44,635.00","44,635.00","44,635.00","","0.00%"
"05/12/2021","44,635.00","44,635.00","44,635.00","44,635.00","","0.00%"
