"Date","Price","Open","High","Low","Vol.","Change %"
"05/11/2021","44,635.00","44,635.00","44,635.00","44,635.00","","-1.17%"
"05/10/2021","45,165.00","45,165.00","45,165.00","45,165.00","","0.00%"
"05/07/2021","45,165.00","45,165.00","45,165.00","45,165.00","","0.00%"
"05/06/2021","45,165.00","45,165.00","45,165.00","45,165.00","","0.00%"
"05/05/2021","45,165.00","45,165.00","45,165.00","45,165.00","","0.00%"
"05/04/2021","45,165.00","45,165.00","45,165.00","45,165.00","","0.00%"
"04/30/2021","45,165.00","45,165.00","45,165.00","45,165.00","","-4.11%"
"04/29/2021","47,100.00","47,100.00","47,100.00","47,100.00","","0.00%"
"04/28/2021","47,100.00","47,100.00","47,100.00","47,100.00","","1.40%"
"04/27/2021","46,450.00","46,450.00","46,450.00","46,450.00","","0.00%"
"04/26/2021","46,450.00","46,450.00","46,450.00","46,450.00","","-6.63%"
"04/23/2021","49,750.00","49,750.00","49,750.00","49,750.00","","0.00%"
"04/22/2021","49,750.00","49,750.00","49,750.00","49,750.00","","0.00%"
"04/21/2021","49,750.00","49,750.00","49,750.00","49,750.00","","0.00%"
"04/20/2021","49,750.00","49,750.00","49,750.00","49,750.00","","-0.14%"
"04/19/2021","49,819.00","49,819.00","49,819.00","49,819.00","","0.00%"
"04/16/2021","49,819.00","49,819.00","49,819.00","49,819.00","0.01K","0.00%"
"04/15/2021","49,819.00","49,819.00","49,819.00","49,819.00","","0.00%"
"04/14/2021","49,819.00","49,819.00","49,819.00","49,819.00","","0.00%"
"04/13/2021","49,819.00","49,819.00","49,819.00","49,819.00","","0.00%"
"04/12/2021","49,819.00","49,819.00","49,819.00","49,819.00","","0.00%"
"04/09/2021","49,819.00","49,819.00","49,819.00","49,819.00","","0.00%"
"04/08/2021","49,819.00","49,819.00","49,819.00","49,819.00","","0.00%"
"04/07/2021","49,819.00","49,819.00","49,819.00","49,819.00","","-0.50%"
"04/06/2021","50,069.00","50,069.00","50,069.00","50,069.00","","0.00%"
"04/01/2021","50,069.00","50,069.00","50,069.00","50,069.00","","0.00%"
"03/31/2021","50,069.00","50,069.00","50,069.00","50,069.00","","-0.99%"
"03/30/2021","50,569.00","50,569.00","50,569.00","50,569.00","","-0.98%"
"03/29/2021","51,069.00","51,069.00","51,069.00","51,069.00","","-1.45%"
"03/26/2021","51,819.00","51,819.00","51,819.00","51,819.00","","-0.96%"
"03/25/2021","52,319.00","52,319.00","52,319.00","52,319.00","","0.00%"
"03/24/2021","52,319.00","52,319.00","52,319.00","52,319.00","","-0.68%"
"03/23/2021","52,679.00","52,679.00","52,679.00","52,679.00","","0.00%"
"03/22/2021","52,679.00","52,679.00","52,679.00","52,679.00","","0.00%"
"03/19/2021","52,679.00","52,679.00","52,679.00","52,679.00","","0.00%"
"03/18/2021","52,679.00","52,679.00","52,679.00","52,679.00","","0.00%"
"03/17/2021","52,679.00","52,679.00","52,679.00","52,679.00","","0.00%"
"03/16/2021","52,679.00","52,679.00","52,679.00","52,679.00","","-0.16%"
"03/15/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/12/2021","52,763.00","52,763.00","52,763.00","52,763.00","0.01K","0.00%"
"03/11/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/10/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/09/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/08/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/05/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/04/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/03/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/02/2021","52,763.00","52,763.00","52,763.00","52,763.00","","0.00%"
"03/01/2021","52,763.00","52,763.00","52,763.00","52,763.00","","1.56%"
"02/26/2021","51,953.00","51,953.00","51,953.00","51,953.00","","0.00%"
"02/25/2021","51,953.00","51,953.00","51,953.00","51,953.00","","0.00%"
"02/24/2021","51,953.00","51,953.00","51,953.00","51,953.00","","0.44%"
"02/23/2021","51,725.00","51,725.00","51,725.00","51,725.00","","1.97%"
"02/22/2021","50,725.00","50,725.00","50,725.00","50,725.00","","0.00%"
"02/19/2021","50,725.00","50,725.00","50,725.00","50,725.00","","3.52%"
"02/18/2021","49,000.00","49,000.00","49,000.00","49,000.00","","2.08%"
"02/17/2021","48,000.00","48,000.00","48,000.00","48,000.00","0.01K","2.13%"
"02/16/2021","47,000.00","47,000.00","47,000.00","47,000.00","","0.00%"
"02/15/2021","47,000.00","47,000.00","47,000.00","47,000.00","","0.00%"
"02/12/2021","47,000.00","47,000.00","47,000.00","47,000.00","0.00K","2.84%"
"02/11/2021","45,700.00","45,700.00","45,700.00","45,700.00","","0.00%"
"02/10/2021","45,700.00","45,700.00","45,700.00","45,700.00","","0.00%"
"02/09/2021","45,700.00","45,700.00","45,700.00","45,700.00","","0.00%"
"02/08/2021","45,700.00","45,700.00","45,700.00","45,700.00","","0.00%"
"02/05/2021","45,700.00","45,700.00","45,700.00","45,700.00","","1.11%"
"02/04/2021","45,200.00","45,200.00","45,200.00","45,200.00","","1.63%"
"02/03/2021","44,476.00","44,476.00","44,476.00","44,476.00","","3.49%"
"02/02/2021","42,976.00","42,976.00","42,976.00","42,976.00","","4.21%"
"02/01/2021","41,239.50","41,239.50","41,239.50","41,239.50","","-0.01%"
"01/29/2021","41,243.00","41,243.00","41,243.00","41,243.00","","-0.01%"
"01/28/2021","41,246.50","41,246.50","41,246.50","41,246.50","","-0.01%"
"01/27/2021","41,250.00","41,250.00","41,250.00","41,250.00","","2.23%"
"01/26/2021","40,350.00","40,350.00","40,350.00","40,350.00","","0.88%"
"01/25/2021","40,000.00","40,000.00","40,000.00","40,000.00","","1.01%"
"01/22/2021","39,600.00","39,600.00","39,600.00","39,600.00","","2.86%"
"01/21/2021","38,500.00","38,500.00","38,500.00","38,500.00","","2.67%"
"01/20/2021","37,500.00","37,500.00","37,500.00","37,500.00","","0.00%"
"01/19/2021","37,500.00","37,500.00","37,500.00","37,500.00","","0.02%"
"01/18/2021","37,491.00","37,491.00","37,491.00","37,491.00","","-0.02%"
"01/15/2021","37,500.00","37,500.00","37,500.00","37,500.00","0.00K","-1.30%"
"01/14/2021","37,995.00","37,995.00","37,995.00","37,995.00","","-0.01%"
"01/13/2021","38,000.00","38,000.00","38,000.00","38,000.00","","2.70%"
"01/12/2021","37,000.00","37,000.00","37,000.00","37,000.00","","0.00%"
"01/11/2021","37,000.00","37,000.00","37,000.00","37,000.00","","1.37%"
"01/08/2021","36,500.00","36,500.00","36,500.00","36,500.00","","0.00%"
"01/07/2021","36,500.00","36,500.00","36,500.00","36,500.00","","2.82%"
"01/06/2021","35,500.00","35,500.00","35,500.00","35,500.00","","4.41%"
"01/05/2021","34,000.00","34,000.00","34,000.00","34,000.00","","3.03%"
"01/04/2021","33,000.00","33,000.00","33,000.00","33,000.00","","3.02%"
"12/31/2020","32,031.75","32,031.75","32,031.75","32,031.75","","-0.01%"
"12/30/2020","32,034.00","32,034.00","32,034.00","32,034.00","","-0.01%"
"12/29/2020","32,036.25","32,036.25","32,036.25","32,036.25","","-0.03%"
"12/24/2020","32,047.00","32,047.00","32,047.00","32,047.00","","-0.01%"
"12/23/2020","32,049.00","32,049.00","32,049.00","32,049.00","","-0.03%"
"12/22/2020","32,060.00","32,060.00","32,060.00","32,060.00","","0.00%"
"12/21/2020","32,061.00","32,061.00","32,061.00","32,061.00","","-0.01%"
"12/18/2020","32,063.75","32,063.75","32,063.75","32,063.75","","-0.01%"
"12/17/2020","32,066.00","32,066.00","32,066.00","32,066.00","","0.67%"
"12/16/2020","31,853.00","31,853.00","31,853.00","31,853.00","","0.01%"
"12/15/2020","31,850.00","31,850.00","31,850.00","31,850.00","","0.52%"
"12/14/2020","31,686.50","31,686.50","31,686.50","31,686.50","","-0.04%"
"12/11/2020","31,700.00","31,700.00","31,700.00","31,700.00","0.00K","0.36%"
"12/10/2020","31,586.50","31,586.50","31,586.50","31,586.50","","-0.02%"
"12/09/2020","31,592.00","31,592.00","31,592.00","31,592.00","","-0.02%"
"12/08/2020","31,597.50","31,597.50","31,597.50","31,597.50","","-1.22%"
"12/07/2020","31,987.50","31,987.50","31,987.50","31,987.50","0.00K","-0.07%"
"12/04/2020","32,008.50","32,008.50","32,008.50","32,008.50","0.01K","-0.02%"
"12/03/2020","32,014.00","32,014.00","32,014.00","32,014.00","","-0.02%"
"12/02/2020","32,019.50","32,019.50","32,019.50","32,019.50","","-0.02%"
"12/01/2020","32,025.00","32,025.00","32,025.00","32,025.00","","-0.05%"
"11/30/2020","32,041.00","32,041.00","32,041.00","32,041.00","","0.00%"
"11/27/2020","32,041.00","32,041.00","32,041.00","32,041.00","","0.00%"
"11/26/2020","32,041.00","32,041.00","32,041.00","32,041.00","","-0.02%"
"11/25/2020","32,046.50","32,046.50","32,046.50","32,046.50","","-0.02%"
"11/24/2020","32,052.00","32,052.00","32,052.00","32,052.00","","-0.02%"
"11/23/2020","32,057.50","32,057.50","32,057.50","32,057.50","","-0.07%"
"11/20/2020","32,079.00","32,079.00","32,079.00","32,079.00","","-0.02%"
"11/19/2020","32,084.00","32,084.00","32,084.00","32,084.00","","-0.02%"
"11/18/2020","32,089.50","32,089.50","32,089.50","32,089.50","","-0.02%"
"11/17/2020","32,095.00","32,095.00","32,095.00","32,095.00","","-1.07%"
"11/16/2020","32,441.50","32,441.50","32,441.50","32,441.50","","-0.07%"
"11/13/2020","32,463.00","32,463.00","32,463.00","32,463.00","","0.00%"
"11/12/2020","32,463.00","32,463.00","32,463.00","32,463.00","0.00K","-0.02%"
"11/11/2020","32,468.50","32,468.50","32,468.50","32,468.50","","-0.02%"
"11/10/2020","32,474.00","32,474.00","32,474.00","32,474.00","","-0.02%"
"11/09/2020","32,479.00","32,479.00","32,479.00","32,479.00","","-0.07%"
"11/06/2020","32,500.50","32,500.50","32,500.50","32,500.50","","0.00%"
"11/05/2020","32,500.50","32,500.50","32,500.50","32,500.50","","-0.02%"
"11/04/2020","32,505.75","32,505.75","32,505.75","32,505.75","","-0.02%"
"11/03/2020","32,511.00","32,511.00","32,511.00","32,511.00","","-0.02%"
"11/02/2020","32,516.50","32,516.50","32,516.50","32,516.50","","-0.07%"
"10/30/2020","32,538.00","32,538.00","32,538.00","32,538.00","","-1.42%"
"10/29/2020","33,008.00","33,008.00","33,008.00","33,008.00","","-0.02%"
"10/28/2020","33,013.50","33,013.50","33,013.50","33,013.50","","-0.02%"
"10/27/2020","33,018.75","33,018.75","33,018.75","33,018.75","","-0.02%"
"10/26/2020","33,024.00","33,024.00","33,024.00","33,024.00","","-0.07%"
"10/23/2020","33,045.50","33,045.50","33,045.50","33,045.50","","0.00%"
"10/22/2020","33,045.50","33,045.50","33,045.50","33,045.50","","-0.02%"
"10/21/2020","33,050.75","33,050.75","33,050.75","33,050.75","","-0.02%"
"10/20/2020","33,056.00","33,056.00","33,056.00","33,056.00","","0.21%"
"10/19/2020","32,985.75","32,985.75","32,985.75","32,985.75","","-0.05%"
"10/16/2020","33,002.50","33,002.50","33,002.50","33,002.50","","0.00%"
"10/15/2020","33,002.50","33,002.50","33,002.50","33,002.50","0.00K","-0.01%"
"10/14/2020","33,007.00","33,007.00","33,007.00","33,007.00","","-1.43%"
"10/13/2020","33,486.50","33,486.50","33,486.50","33,486.50","","-0.01%"
"10/12/2020","33,491.00","33,491.00","33,491.00","33,491.00","","-0.05%"
"10/09/2020","33,508.25","33,508.25","33,508.25","33,508.25","","0.00%"
"10/08/2020","33,508.25","33,508.25","33,508.25","33,508.25","","-0.01%"
"10/07/2020","33,512.50","33,512.50","33,512.50","33,512.50","","-0.01%"
"10/06/2020","33,517.00","33,517.00","33,517.00","33,517.00","","-1.25%"
"10/05/2020","33,941.25","33,941.25","33,941.25","33,941.25","","-0.01%"
"10/02/2020","33,945.50","33,945.50","33,945.50","33,945.50","","0.00%"
"10/01/2020","33,945.50","33,945.50","33,945.50","33,945.50","","-0.06%"
"09/30/2020","33,967.50","33,967.50","33,967.50","33,967.50","","-0.01%"
"09/29/2020","33,971.50","33,971.50","33,971.50","33,971.50","","0.00%"
"09/28/2020","33,971.50","33,971.50","33,971.50","33,971.50","","-0.06%"
"09/25/2020","33,992.50","33,992.50","33,992.50","33,992.50","","0.00%"
"09/24/2020","33,992.50","33,992.50","33,992.50","33,992.50","","-0.01%"
"09/23/2020","33,996.75","33,996.80","33,996.80","33,996.80","","-0.01%"
"09/22/2020","34,001.00","34,001.00","34,001.00","34,001.00","","-0.01%"
"09/21/2020","34,005.25","34,005.30","34,005.30","34,005.30","","-0.04%"
"09/18/2020","34,018.00","34,018.00","34,018.00","34,018.00","","-0.01%"
"09/17/2020","34,022.25","34,022.30","34,022.30","34,022.30","","-0.01%"
"09/16/2020","34,026.50","34,026.50","34,026.50","34,026.50","","2.97%"
"09/15/2020","33,045.75","33,045.80","33,045.80","33,045.80","","0.14%"
"09/14/2020","33,000.00","33,000.00","33,000.00","33,000.00","","0.00%"
"09/11/2020","33,001.25","33,001.30","33,001.30","33,001.30","","0.00%"
"09/10/2020","33,002.50","33,002.50","33,002.50","33,002.50","0.00K","-0.01%"
"09/09/2020","33,006.25","33,006.30","33,006.30","33,006.30","","0.04%"
"09/08/2020","32,994.50","32,994.50","32,994.50","32,994.50","","-0.01%"
"09/07/2020","32,999.00","32,999.00","32,999.00","32,999.00","","-0.04%"
"09/04/2020","33,012.00","33,012.00","33,012.00","33,012.00","","-0.01%"
"09/03/2020","33,016.50","33,016.50","33,016.50","33,016.50","","-0.01%"
"09/02/2020","33,020.50","33,020.50","33,020.50","33,020.50","","-0.01%"
"09/01/2020","33,025.00","33,025.00","33,025.00","33,025.00","","-0.05%"
"08/28/2020","33,042.50","33,042.50","33,042.50","33,042.50","","0.00%"
"08/27/2020","33,042.50","33,042.50","33,042.50","33,042.50","","0.00%"
"08/26/2020","33,042.50","33,042.50","33,042.50","33,042.50","","-0.03%"
"08/25/2020","33,051.50","33,051.50","33,051.50","33,051.50","","-0.01%"
"08/24/2020","33,055.50","33,055.50","33,055.50","33,055.50","","-0.05%"
"08/21/2020","33,072.50","33,072.50","33,072.50","33,072.50","","0.00%"
"08/20/2020","33,072.50","33,072.50","33,072.50","33,072.50","","-0.01%"
"08/19/2020","33,076.50","33,076.50","33,076.50","33,076.50","","-0.01%"
"08/18/2020","33,080.50","33,080.50","33,080.50","33,080.50","","0.10%"
"08/17/2020","33,049.00","33,049.00","33,049.00","33,049.00","","-0.05%"
"08/14/2020","33,066.00","33,066.00","33,066.00","33,066.00","","0.00%"
"08/13/2020","33,066.00","33,066.00","33,066.00","33,066.00","","-0.01%"
"08/12/2020","33,070.50","33,070.50","33,070.50","33,070.50","","0.00%"
"08/11/2020","33,070.50","33,070.50","33,070.50","33,070.50","","-0.03%"
"08/10/2020","33,079.00","33,079.00","33,079.00","33,079.00","0.00K","-0.05%"
"08/07/2020","33,096.00","33,096.00","33,096.00","33,096.00","","0.00%"
"08/06/2020","33,096.00","33,096.00","33,096.00","33,096.00","","-0.01%"
"08/05/2020","33,100.00","33,100.00","33,100.00","33,100.00","","0.30%"
"08/04/2020","33,000.00","33,000.00","33,000.00","33,000.00","","9.27%"
"08/03/2020","30,200.00","30,200.00","30,200.00","30,200.00","","4.14%"
"07/31/2020","29,000.00","29,000.00","29,000.00","29,000.00","0.03K","-0.60%"
"07/30/2020","29,175.00","29,175.00","29,175.00","29,175.00","","0.60%"
"07/29/2020","29,000.00","29,000.00","29,000.00","29,000.00","","2.17%"
"07/28/2020","28,385.00","28,385.00","28,385.00","28,385.00","","-0.01%"
"07/27/2020","28,389.00","28,389.00","28,389.00","28,389.00","","-0.06%"
"07/24/2020","28,406.50","28,406.50","28,406.50","28,406.50","","0.00%"
"07/23/2020","28,406.50","28,406.50","28,406.50","28,406.50","","-0.02%"
"07/22/2020","28,411.00","28,411.00","28,411.00","28,411.00","","-0.01%"
"07/21/2020","28,415.00","28,415.00","28,415.00","28,415.00","","-0.01%"
"07/20/2020","28,418.00","28,418.00","28,418.00","28,418.00","","-0.05%"
"07/17/2020","28,431.00","28,431.00","28,431.00","28,431.00","","0.00%"
"07/16/2020","28,431.00","28,431.00","28,431.00","28,431.00","","-0.01%"
"07/15/2020","28,434.00","28,434.00","28,434.00","28,434.00","","-0.01%"
"07/14/2020","28,437.50","28,437.50","28,437.50","28,437.50","","-0.01%"
"07/13/2020","28,440.50","28,440.50","28,440.50","28,440.50","","-0.04%"
"07/10/2020","28,453.00","28,453.00","28,453.00","28,453.00","","0.00%"
"07/09/2020","28,453.00","28,453.00","28,453.00","28,453.00","0.00K","-0.01%"
"07/08/2020","28,456.00","28,456.00","28,456.00","28,456.00","","-0.01%"
"07/07/2020","28,459.00","28,459.00","28,459.00","28,459.00","","-0.01%"
"07/06/2020","28,462.50","28,462.50","28,462.50","28,462.50","","-0.04%"
"07/03/2020","28,475.00","28,475.00","28,475.00","28,475.00","","0.00%"
"07/02/2020","28,475.00","28,475.00","28,475.00","28,475.00","","-0.01%"
"07/01/2020","28,478.00","28,478.00","28,478.00","28,478.00","","-0.01%"
"06/30/2020","28,481.00","28,481.00","28,481.00","28,481.00","","-0.01%"
"06/29/2020","28,484.00","28,484.00","28,484.00","28,484.00","0.01K","-0.05%"
"06/26/2020","28,497.00","28,497.00","28,497.00","28,497.00","","0.00%"
"06/25/2020","28,497.00","28,497.00","28,497.00","28,497.00","","-0.01%"
"06/24/2020","28,500.00","28,500.00","28,500.00","28,500.00","","-1.16%"
"06/23/2020","28,834.00","28,834.00","28,834.00","28,834.00","","-0.01%"
"06/22/2020","28,837.50","28,837.50","28,837.50","28,837.50","","-0.04%"
"06/19/2020","28,850.00","28,850.00","28,850.00","28,850.00","","0.00%"
"06/18/2020","28,850.00","28,850.00","28,850.00","28,850.00","","0.35%"
"06/17/2020","28,750.00","28,750.00","28,750.00","28,750.00","","-0.86%"
"06/16/2020","29,000.00","29,000.00","29,000.00","29,000.00","","0.00%"
"06/15/2020","29,000.00","29,000.00","29,000.00","29,000.00","","0.00%"
"06/12/2020","29,000.00","29,000.00","29,000.00","29,000.00","","-1.96%"
"06/11/2020","29,578.80","29,578.80","29,578.80","29,578.80","","-0.02%"
"06/10/2020","29,584.00","29,584.00","29,584.00","29,584.00","","-0.02%"
"06/09/2020","29,589.00","29,589.00","29,589.00","29,589.00","","-0.02%"
"06/08/2020","29,594.30","29,594.30","29,594.30","29,594.30","","-0.07%"
"06/05/2020","29,615.30","29,615.30","29,615.30","29,615.30","","0.00%"
"06/04/2020","29,615.30","29,615.30","29,615.30","29,615.30","","-0.02%"
"06/03/2020","29,620.50","29,620.50","29,620.50","29,620.50","0.00K","-0.02%"
"06/02/2020","29,625.80","29,625.80","29,625.80","29,625.80","","-0.02%"
"06/01/2020","29,631.00","29,631.00","29,631.00","29,631.00","","-0.07%"
"05/29/2020","29,652.00","29,652.00","29,652.00","29,652.00","","0.00%"
"05/28/2020","29,652.00","29,652.00","29,652.00","29,652.00","","-0.02%"
"05/27/2020","29,657.00","29,657.00","29,657.00","29,657.00","","-0.02%"
"05/26/2020","29,663.00","29,663.00","29,663.00","29,663.00","","-0.09%"
"05/22/2020","29,690.00","29,690.00","29,690.00","29,690.00","","0.00%"
"05/21/2020","29,690.00","29,690.00","29,690.00","29,690.00","","-0.02%"
"05/20/2020","29,695.50","29,695.50","29,695.50","29,695.50","","-0.02%"
"05/19/2020","29,701.00","29,701.00","29,701.00","29,701.00","","0.49%"
"05/18/2020","29,555.00","29,555.00","29,555.00","29,555.00","","-0.06%"
"05/15/2020","29,573.00","29,573.00","29,573.00","29,573.00","","0.00%"
"05/14/2020","29,573.00","29,573.00","29,573.00","29,573.00","","-0.01%"
"05/13/2020","29,577.00","29,577.00","29,577.00","29,577.00","","-0.02%"
"05/12/2020","29,581.50","29,581.50","29,581.50","29,581.50","0.01K","-0.02%"
"05/11/2020","29,586.00","29,586.00","29,586.00","29,586.00","","-0.06%"
"05/07/2020","29,603.00","29,603.00","29,603.00","29,603.00","","-0.01%"
"05/06/2020","29,607.00","29,607.00","29,607.00","29,607.00","","-0.02%"
"05/05/2020","29,612.00","29,612.00","29,612.00","29,612.00","","-0.01%"
"05/04/2020","29,616.00","29,616.00","29,616.00","29,616.00","","-0.06%"
"05/01/2020","29,633.00","29,633.00","29,633.00","29,633.00","","-0.01%"
"04/30/2020","29,637.00","29,637.00","29,637.00","29,637.00","","-0.01%"
"04/29/2020","29,641.00","29,641.00","29,641.00","29,641.00","","-0.01%"
"04/28/2020","29,645.00","29,645.00","29,645.00","29,645.00","","-0.01%"
"04/27/2020","29,649.00","29,649.00","29,649.00","29,649.00","","-0.04%"
"04/24/2020","29,662.00","29,662.00","29,662.00","29,662.00","","-0.01%"
"04/23/2020","29,666.00","29,666.00","29,666.00","29,666.00","","-0.01%"
"04/22/2020","29,670.00","29,670.00","29,670.00","29,670.00","","-0.01%"
"04/21/2020","29,674.00","29,674.00","29,674.00","29,674.00","","-0.01%"
"04/20/2020","29,678.00","29,678.00","29,678.00","29,678.00","","-0.05%"
"04/17/2020","29,691.50","29,691.50","29,691.50","29,691.50","","-0.02%"
"04/16/2020","29,696.00","29,696.00","29,696.00","29,696.00","","-0.01%"
"04/15/2020","29,700.00","29,700.00","29,700.00","29,700.00","","-0.02%"
"04/14/2020","29,705.50","29,705.50","29,705.50","29,705.50","","0.42%"
"04/09/2020","29,582.00","29,582.00","29,582.00","29,582.00","","-0.02%"
"04/08/2020","29,587.50","29,587.50","29,587.50","29,587.50","","-0.02%"
"04/07/2020","29,593.00","29,593.00","29,593.00","29,593.00","0.01K","-0.02%"
"04/06/2020","29,598.00","29,598.00","29,598.00","29,598.00","","-0.05%"
"04/03/2020","29,614.00","29,614.00","29,614.00","29,614.00","0.03K","-0.02%"
"04/02/2020","29,619.50","29,619.50","29,619.50","29,619.50","","-0.02%"
"04/01/2020","29,625.00","29,625.00","29,625.00","29,625.00","","-0.02%"
"03/31/2020","29,630.50","29,630.50","29,630.50","29,630.50","","0.00%"
"03/30/2020","29,630.50","29,630.50","29,630.50","29,630.50","","-0.07%"
"03/27/2020","29,652.00","29,652.00","29,652.00","29,652.00","","0.00%"
"03/26/2020","29,652.00","29,652.00","29,652.00","29,652.00","","-0.02%"
"03/25/2020","29,657.50","29,657.50","29,657.50","29,657.50","","-0.02%"
"03/24/2020","29,663.00","29,663.00","29,663.00","29,663.00","","-0.02%"
"03/23/2020","29,668.50","29,668.50","29,668.50","29,668.50","","-0.07%"
"03/20/2020","29,690.00","29,690.00","29,690.00","29,690.00","","0.00%"
"03/19/2020","29,690.00","29,690.00","29,690.00","29,690.00","","-0.02%"
"03/18/2020","29,695.00","29,695.00","29,695.00","29,695.00","","-0.02%"
"03/17/2020","29,700.00","29,700.00","29,700.00","29,700.00","","-6.18%"
"03/16/2020","31,655.00","31,655.00","31,655.00","31,655.00","0.01K","-0.07%"
"03/13/2020","31,676.00","31,676.00","31,676.00","31,676.00","","0.00%"
"03/12/2020","31,676.00","31,676.00","31,676.00","31,676.00","","-4.25%"
"03/11/2020","33,081.00","33,081.00","33,081.00","33,081.00","","-0.02%"
"03/10/2020","33,086.00","33,086.00","33,086.00","33,086.00","","-0.02%"
"03/09/2020","33,091.50","33,091.50","33,091.50","33,091.50","","-0.06%"
"03/06/2020","33,113.00","33,113.00","33,113.00","33,113.00","","0.00%"
"03/05/2020","33,113.00","33,113.00","33,113.00","33,113.00","0.01K","-0.02%"
"03/04/2020","33,118.50","33,118.50","33,118.50","33,118.50","","-0.02%"
"03/03/2020","33,124.00","33,124.00","33,124.00","33,124.00","","-0.02%"
"03/02/2020","33,129.50","33,129.50","33,129.50","33,129.50","","-0.08%"
"02/28/2020","33,156.50","33,156.50","33,156.50","33,156.50","","-0.02%"
"02/27/2020","33,162.00","33,162.00","33,162.00","33,162.00","","-0.02%"
"02/26/2020","33,167.50","33,167.50","33,167.50","33,167.50","","-0.75%"
"02/25/2020","33,417.50","33,417.50","33,417.50","33,417.50","","0.00%"
"02/24/2020","33,417.50","33,417.50","33,417.50","33,417.50","","-0.08%"
"02/21/2020","33,444.50","33,444.50","33,444.50","33,444.50","","-0.01%"
"02/20/2020","33,449.50","33,449.50","33,449.50","33,449.50","","-0.01%"
"02/19/2020","33,454.00","33,454.00","33,454.00","33,454.00","","-0.01%"
"02/18/2020","33,458.50","33,458.50","33,458.50","33,458.50","","0.45%"
"02/17/2020","33,308.50","33,308.50","33,308.50","33,308.50","","-0.05%"
"02/14/2020","33,326.50","33,326.50","33,326.50","33,326.50","","-0.02%"
"02/13/2020","33,331.50","33,331.50","33,331.50","33,331.50","","-0.01%"
"02/12/2020","33,335.50","33,335.50","33,335.50","33,335.50","","-1.49%"
"02/11/2020","33,839.50","33,839.50","33,839.50","33,839.50","","0.00%"
"02/10/2020","33,839.50","33,839.50","33,839.50","33,839.50","0.01K","-0.79%"
"02/07/2020","34,107.50","34,107.50","34,107.50","34,107.50","","-0.01%"
"02/06/2020","34,111.50","34,111.50","34,111.50","34,111.50","","-0.01%"
"02/05/2020","34,115.50","34,115.50","34,115.50","34,115.50","","0.00%"
"02/04/2020","34,115.50","34,115.50","34,115.50","34,115.50","","-1.44%"
"02/03/2020","34,615.50","34,615.50","34,615.50","34,615.50","","-0.06%"
"01/31/2020","34,637.50","34,637.50","34,637.50","34,637.50","","6.13%"
"01/30/2020","32,637.50","32,637.50","32,637.50","32,637.50","","-0.01%"
"01/29/2020","32,641.50","32,641.50","32,641.50","32,641.50","","-0.01%"
"01/28/2020","32,645.50","32,645.50","32,645.50","32,645.50","","1.54%"
"01/27/2020","32,149.50","32,149.50","32,149.50","32,149.50","","-0.04%"
"01/24/2020","32,162.50","32,162.50","32,162.50","32,162.50","","-0.01%"
"01/23/2020","32,166.50","32,166.50","32,166.50","32,166.50","","-0.01%"
"01/22/2020","32,170.50","32,170.50","32,170.50","32,170.50","","0.77%"
"01/21/2020","31,924.50","31,924.50","31,924.50","31,924.50","","-0.01%"
"01/20/2020","31,928.50","31,928.50","31,928.50","31,928.50","","-0.04%"
"01/17/2020","31,941.50","31,941.50","31,941.50","31,941.50","","-1.55%"
"01/16/2020","32,445.50","32,445.50","32,445.50","32,445.50","","-0.01%"
"01/15/2020","32,449.50","32,449.50","32,449.50","32,449.50","","-0.02%"
"01/14/2020","32,455.00","32,455.00","32,455.00","32,455.00","","0.51%"
"01/13/2020","32,291.00","32,291.00","32,291.00","32,291.00","","-0.08%"
"01/10/2020","32,318.00","32,318.00","32,318.00","32,318.00","","-0.77%"
"01/09/2020","32,568.00","32,568.00","32,568.00","32,568.00","0.05K","3.97%"
"01/08/2020","31,323.00","31,323.00","31,323.00","31,323.00","","-0.81%"
"01/07/2020","31,578.50","31,578.50","31,578.50","31,578.50","","-0.80%"
"01/06/2020","31,834.00","31,834.00","31,834.00","31,834.00","","-0.05%"
"01/03/2020","31,850.00","31,850.00","31,850.00","31,850.00","","-1.56%"
"01/02/2020","32,355.00","32,355.00","32,355.00","32,355.00","","-0.03%"
