,Name,Params,Accuracy,Precision (0),Recall (0),F1 (0),Precision (1),Recall (1),F1 (1)
0,LSTM,250 layers,0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
1,LSTM,200 layers,0.6342857142857142,1.0,0.030303030303030304,0.05882352941176471,0.630057803468208,1.0,0.7730496453900709
2,LSTM,100 layers,0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
3,LSTM,50 layers,0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
4,CNN with Attention,"32 filters, kernel size 7",0.5885714285714285,0.4732142857142857,0.803030303030303,0.595505617977528,0.7936507936507936,0.45871559633027525,0.5813953488372093
5,CNN with Attention,"32 filters, kernel size 5",0.6914285714285714,1.0,0.18181818181818182,0.3076923076923077,0.6687116564417178,1.0,0.801470588235294
6,CNN with Attention,"32 filters, kernel size 3",0.6514285714285715,1.0,0.07575757575757576,0.14084507042253522,0.6411764705882353,1.0,0.7813620071684588
7,CNN with Attention,"64 filters, kernel size 7",0.7257142857142858,0.640625,0.6212121212121212,0.6307692307692307,0.7747747747747747,0.7889908256880734,0.7818181818181819
8,CNN with Attention,"64 filters, kernel size 5",0.6914285714285714,0.7727272727272727,0.25757575757575757,0.38636363636363635,0.6797385620915033,0.9541284403669725,0.7938931297709925
9,CNN with Attention,"64 filters, kernel size 3",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
10,CNN with Attention,"128 filters, kernel size 7",0.7314285714285714,0.7435897435897436,0.4393939393939394,0.5523809523809524,0.7279411764705882,0.908256880733945,0.8081632653061224
11,CNN with Attention,"128 filters, kernel size 5",0.6685714285714286,1.0,0.12121212121212122,0.21621621621621626,0.6526946107784432,1.0,0.7898550724637681
12,CNN with Attention,"128 filters, kernel size 3",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
13,CNN with Attention,"256 filters, kernel size 7",0.6342857142857142,1.0,0.030303030303030304,0.05882352941176471,0.630057803468208,1.0,0.7730496453900709
14,CNN with Attention,"256 filters, kernel size 5",0.6685714285714286,1.0,0.12121212121212122,0.21621621621621626,0.6526946107784432,1.0,0.7898550724637681
15,CNN with Attention,"256 filters, kernel size 3",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
16,RNN,200 units,0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
17,RNN,150 units,0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
18,RNN,100 units,0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
19,RNN,50 units,0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
20,CNN,"32 filters, kernel size 7",0.6514285714285715,1.0,0.07575757575757576,0.14084507042253522,0.6411764705882353,1.0,0.7813620071684588
21,CNN,"32 filters, kernel size 5",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
22,CNN,"32 filters, kernel size 3",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
23,CNN,"64 filters, kernel size 7",0.6857142857142857,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6901408450704225,0.8990825688073395,0.7808764940239045
24,CNN,"64 filters, kernel size 5",0.6457142857142857,1.0,0.06060606060606061,0.1142857142857143,0.6374269005847953,1.0,0.7785714285714287
25,CNN,"64 filters, kernel size 3",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
26,CNN,"128 filters, kernel size 7",0.7485714285714286,0.8055555555555556,0.4393939393939394,0.5686274509803921,0.7338129496402878,0.9357798165137615,0.8225806451612904
27,CNN,"128 filters, kernel size 5",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
28,CNN,"128 filters, kernel size 3",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
29,CNN,"256 filters, kernel size 7",0.5714285714285714,0.45454545454545453,0.6818181818181818,0.5454545454545454,0.7236842105263158,0.5045871559633027,0.5945945945945946
30,CNN,"256 filters, kernel size 5",0.6228571428571429,0.0,0.0,0.0,0.6228571428571429,1.0,0.767605633802817
31,CNN,"256 filters, kernel size 3",0.6342857142857142,1.0,0.030303030303030304,0.05882352941176471,0.630057803468208,1.0,0.7730496453900709
