,Date,Price
939,"Apr 09, 2019",2.9225
940,"Apr 08, 2019",2.9315
941,"Apr 07, 2019",2.9295
942,"Apr 04, 2019",2.8925
943,"Apr 03, 2019",2.9085
944,"Apr 02, 2019",2.9465
945,"Apr 01, 2019",2.9040
946,"Mar 31, 2019",2.9205
947,"Mar 28, 2019",2.9360
948,"Mar 27, 2019",2.8685
949,"Mar 26, 2019",2.8580
950,"Mar 25, 2019",2.8505
951,"Mar 24, 2019",2.8495
952,"Mar 21, 2019",2.8360
953,"Mar 20, 2019",2.9000
954,"Mar 19, 2019",2.9155
955,"Mar 18, 2019",2.9195
956,"Mar 17, 2019",2.9035
957,"Mar 14, 2019",2.9035
958,"Mar 13, 2019",2.8885
959,"Mar 12, 2019",2.9335
960,"Mar 11, 2019",2.9275
961,"Mar 10, 2019",2.9000
962,"Mar 08, 2019",2.8940
963,"Mar 07, 2019",2.9115
964,"Mar 06, 2019",2.9185
965,"Mar 05, 2019",2.9360
966,"Mar 04, 2019",2.9110
967,"Mar 01, 2019",2.9335
968,"Feb 28, 2019",2.9500
969,"Feb 27, 2019",2.9590
970,"Feb 26, 2019",2.9440
971,"Feb 25, 2019",2.9500
972,"Feb 22, 2019",2.9610
973,"Feb 21, 2019",2.9025
974,"Feb 20, 2019",2.9300
975,"Feb 19, 2019",2.8815
976,"Feb 15, 2019",2.8025
977,"Feb 14, 2019",2.7760
978,"Feb 13, 2019",2.7740
979,"Feb 12, 2019",2.7745
980,"Feb 11, 2019",2.7915
981,"Feb 08, 2019",2.8100
982,"Feb 07, 2019",2.8285
983,"Feb 06, 2019",2.8355
984,"Feb 05, 2019",2.8170
985,"Feb 04, 2019",2.7950
986,"Feb 01, 2019",2.7750
987,"Jan 31, 2019",2.7890
988,"Jan 30, 2019",2.7730
989,"Jan 29, 2019",2.7320
990,"Jan 28, 2019",2.6875
991,"Jan 25, 2019",2.7380
992,"Jan 24, 2019",2.6735
993,"Jan 23, 2019",2.6940
994,"Jan 22, 2019",2.6890
995,"Jan 18, 2019",2.7410
996,"Jan 17, 2019",2.7000
997,"Jan 16, 2019",2.6935
998,"Jan 15, 2019",2.6505
999,"Jan 14, 2019",2.6455
1000,"Jan 11, 2019",2.6695
1001,"Jan 10, 2019",2.6435
1002,"Jan 09, 2019",2.6620
1003,"Jan 08, 2019",2.6605
1004,"Jan 07, 2019",2.6410
1005,"Jan 04, 2019",2.6515
1006,"Jan 03, 2019",2.5705
1007,"Jan 02, 2019",2.6250
