,Date,Price,Open,High,Low,Vol.,Change %
329,"Aug 15, 2022",24.5,24.5,24.6,24.4,,0.00%
330,"Aug 12, 2022",24.5,24.5,24.6,24.4,,-2.39%
331,"Aug 11, 2022",25.1,25.1,25.2,25.0,,0.00%
332,"Aug 10, 2022",25.1,25.1,25.2,25.0,,0.00%
333,"Aug 09, 2022",25.1,25.1,25.2,25.0,,0.00%
334,"Aug 08, 2022",25.1,25.1,25.2,25.0,,0.00%
335,"Aug 05, 2022",25.1,25.1,25.2,25.0,,-0.79%
336,"Aug 04, 2022",25.3,25.3,25.4,25.2,,0.00%
337,"Aug 03, 2022",25.3,25.3,25.4,25.2,,-1.17%
338,"Aug 02, 2022",25.6,25.6,25.7,25.5,,-2.66%
339,"Aug 01, 2022",26.3,26.3,26.4,26.2,,-2.95%
340,"Jul 29, 2022",27.1,27.1,27.2,27.0,,-1.81%
341,"Jul 28, 2022",27.6,27.6,27.7,27.5,,0.00%
342,"Jul 27, 2022",27.6,27.6,27.7,27.5,,0.00%
343,"Jul 26, 2022",27.6,27.6,27.7,27.5,,-1.78%
344,"Jul 25, 2022",28.1,28.1,28.2,28.0,,0.00%
345,"Jul 22, 2022",28.1,28.1,28.2,28.0,,0.00%
346,"Jul 21, 2022",28.1,28.1,28.2,28.0,,0.00%
347,"Jul 20, 2022",28.1,28.1,28.2,28.0,,0.00%
348,"Jul 19, 2022",28.1,28.1,28.2,28.0,,-1.06%
349,"Jul 18, 2022",28.4,28.4,28.5,28.3,,-0.70%
350,"Jul 15, 2022",28.6,28.6,28.7,28.5,,-2.72%
351,"Jul 14, 2022",29.4,29.4,29.5,29.3,,-2.97%
352,"Jul 13, 2022",30.3,30.3,30.4,30.2,,-0.66%
353,"Jul 12, 2022",30.5,30.5,30.6,30.4,,0.00%
354,"Jul 11, 2022",30.5,30.5,30.6,30.4,,0.00%
355,"Jul 08, 2022",30.5,30.5,30.6,30.4,,0.00%
356,"Jul 07, 2022",30.5,30.5,30.6,30.4,,-2.87%
357,"Jul 06, 2022",31.4,31.4,31.5,31.3,,0.00%
358,"Jul 05, 2022",31.4,31.4,31.5,31.3,,-2.79%
359,"Jul 04, 2022",32.3,32.3,32.4,32.2,,0.00%
360,"Jul 01, 2022",32.3,32.3,32.4,32.2,,-0.92%
361,"Jun 30, 2022",32.6,32.6,32.7,32.5,,0.00%
362,"Jun 29, 2022",32.6,32.6,32.7,32.5,,-1.51%
363,"Jun 28, 2022",33.1,33.1,33.2,33.0,,0.00%
364,"Jun 27, 2022",33.1,33.1,33.2,33.0,,0.00%
365,"Jun 24, 2022",33.1,33.1,33.2,33.0,,-2.65%
366,"Jun 23, 2022",34.0,34.0,34.1,33.9,,0.00%
367,"Jun 22, 2022",34.0,34.0,34.1,33.9,,0.00%
368,"Jun 21, 2022",34.0,34.0,34.1,33.9,,-2.86%
369,"Jun 20, 2022",35.0,35.0,35.1,34.9,,0.00%
370,"Jun 17, 2022",35.0,35.0,35.1,34.9,,0.00%
371,"Jun 16, 2022",35.0,35.0,35.1,34.9,,0.00%
372,"Jun 15, 2022",35.0,35.0,35.1,34.9,,0.00%
373,"Jun 14, 2022",35.0,35.0,35.1,34.9,,0.00%
374,"Jun 13, 2022",35.0,35.0,35.1,34.9,,-2.78%
375,"Jun 10, 2022",36.0,36.0,36.1,35.9,,0.00%
376,"Jun 09, 2022",36.0,36.0,36.1,35.9,,-2.70%
377,"Jun 08, 2022",37.0,37.0,37.1,36.9,,0.00%
378,"Jun 07, 2022",37.0,37.0,37.1,36.9,,-1.07%
379,"Jun 06, 2022",37.4,37.4,37.5,37.3,,0.00%
380,"Jun 02, 2022",37.4,37.4,37.5,37.3,,0.00%
381,"Jun 01, 2022",37.4,37.4,37.5,37.3,,-2.60%
382,"May 31, 2022",38.4,38.4,38.5,38.3,,0.00%
383,"May 30, 2022",38.4,38.4,38.5,38.3,,0.00%
384,"May 27, 2022",38.4,38.4,38.5,38.3,,-0.52%
385,"May 26, 2022",38.6,38.6,38.7,38.5,,0.00%
386,"May 25, 2022",38.6,38.6,38.7,38.5,,0.00%
387,"May 24, 2022",38.6,38.6,38.7,38.5,,-0.52%
388,"May 23, 2022",38.8,38.8,38.9,38.7,,0.00%
389,"May 20, 2022",38.8,38.8,38.9,38.7,,-1.02%
390,"May 19, 2022",39.2,39.2,39.3,39.1,,0.00%
391,"May 18, 2022",39.2,39.2,39.3,39.1,,0.00%
392,"May 17, 2022",39.2,39.2,39.3,39.1,,0.00%
393,"May 16, 2022",39.2,39.2,39.3,39.1,,0.00%
394,"May 13, 2022",39.2,39.2,39.3,39.1,,0.00%
395,"May 12, 2022",39.2,39.2,39.3,39.1,,0.00%
396,"May 11, 2022",39.2,39.2,39.3,39.1,,0.00%
397,"May 10, 2022",39.2,39.2,39.3,39.1,,0.00%
398,"May 09, 2022",39.2,39.2,39.3,39.1,,-0.25%
399,"May 06, 2022",39.3,39.3,39.4,39.2,,0.00%
