,Date,Price,Open,High,Low,Vol.,Change %
25,"Nov 24, 2023","20,750.00","20,750.00","21,000.00","20,500.00",,-0.48%
26,"Nov 23, 2023","20,850.00","20,850.00","21,100.00","20,600.00",,-0.48%
27,"Nov 22, 2023","20,950.00","20,950.00","21,200.00","20,700.00",,0.72%
28,"Nov 21, 2023","20,800.00","20,800.00","21,050.00","20,550.00",,0.24%
29,"Nov 20, 2023","20,750.00","20,750.00","21,000.00","20,500.00",,0.48%
30,"Nov 17, 2023","20,650.00","20,650.00","20,900.00","20,400.00",,0.00%
31,"Nov 16, 2023","20,650.00","20,650.00","20,900.00","20,400.00",,0.00%
32,"Nov 15, 2023","20,650.00","20,650.00","20,900.00","20,400.00",,-0.48%
33,"Nov 14, 2023","20,750.00","20,750.00","21,000.00","20,500.00",,-0.48%
34,"Nov 13, 2023","20,850.00","20,850.00","21,100.00","20,600.00",,-1.42%
35,"Nov 10, 2023","21,150.00","21,150.00","21,400.00","20,900.00",,-0.94%
36,"Nov 09, 2023","21,350.00","21,350.00","21,600.00","21,100.00",,-0.47%
37,"Nov 08, 2023","21,450.00","21,450.00","21,700.00","21,200.00",,0.94%
38,"Nov 07, 2023","21,250.00","21,250.00","21,500.00","21,000.00",,0.00%
39,"Nov 06, 2023","21,250.00","21,250.00","21,500.00","21,000.00",,-0.93%
40,"Nov 03, 2023","21,450.00","21,450.00","21,700.00","21,200.00",,0.00%
41,"Nov 02, 2023","21,450.00","21,450.00","21,700.00","21,200.00",,1.42%
42,"Nov 01, 2023","21,150.00","21,150.00","21,400.00","20,900.00",,0.48%
43,"Oct 31, 2023","21,050.00","21,050.00","21,300.00","20,800.00",,-0.94%
44,"Oct 30, 2023","21,250.00","21,250.00","21,500.00","21,000.00",,-2.75%
45,"Oct 27, 2023","21,850.00","21,850.00","22,100.00","21,600.00",,0.00%
46,"Oct 26, 2023","21,850.00","21,850.00","22,100.00","21,600.00",,0.46%
47,"Oct 25, 2023","21,750.00","21,750.00","22,000.00","21,500.00",,0.93%
48,"Oct 24, 2023","21,550.00","21,550.00","21,800.00","21,300.00",,-3.15%
49,"Oct 23, 2023","22,250.00","22,250.00","22,500.00","22,000.00",,-3.05%
50,"Oct 20, 2023","22,950.00","22,950.00","23,200.00","22,700.00",,-0.86%
51,"Oct 19, 2023","23,150.00","23,150.00","23,400.00","22,900.00",,-0.43%
52,"Oct 18, 2023","23,250.00","23,250.00","23,500.00","23,000.00",,-1.27%
53,"Oct 17, 2023","23,550.00","23,550.00","23,800.00","23,300.00",,-1.26%
54,"Oct 16, 2023","23,850.00","23,850.00","24,100.00","23,600.00",,-1.24%
55,"Oct 13, 2023","24,150.00","24,150.00","24,400.00","23,900.00",,-0.41%
56,"Oct 12, 2023","24,250.00","24,250.00","24,500.00","24,000.00",,-0.41%
57,"Oct 11, 2023","24,350.00","24,350.00","24,600.00","24,100.00",,-0.41%
58,"Oct 10, 2023","24,450.00","24,450.00","24,700.00","24,200.00",,-0.41%
59,"Oct 09, 2023","24,550.00","24,550.00","24,800.00","24,300.00",,-0.41%
60,"Sep 27, 2023","24,650.00","24,650.00","24,900.00","24,400.00",,0.00%
61,"Sep 26, 2023","24,650.00","24,650.00","24,900.00","24,400.00",,-0.40%
62,"Sep 25, 2023","24,750.00","24,750.00","25,000.00","24,500.00",,0.00%
63,"Sep 22, 2023","24,750.00","24,750.00","25,000.00","24,500.00",,-0.40%
64,"Sep 21, 2023","24,850.00","24,850.00","25,100.00","24,600.00",,0.00%
65,"Sep 20, 2023","24,850.00","24,850.00","25,100.00","24,600.00",,0.40%
66,"Sep 19, 2023","24,750.00","24,750.00","25,000.00","24,500.00",,0.81%
67,"Sep 18, 2023","24,550.00","24,550.00","24,800.00","24,300.00",,0.41%
68,"Sep 14, 2023","24,450.00","24,450.00","24,700.00","24,200.00",,1.66%
69,"Sep 13, 2023","24,050.00","24,050.00","24,300.00","23,800.00",,0.00%
70,"Sep 12, 2023","24,050.00","24,050.00","24,300.00","23,800.00",,-0.82%
71,"Sep 11, 2023","24,250.00","24,250.00","24,500.00","24,000.00",,0.00%
72,"Sep 08, 2023","24,250.00","24,250.00","24,500.00","24,000.00",,0.00%
73,"Sep 07, 2023","24,250.00","24,250.00","24,500.00","24,000.00",,2.97%
74,"Sep 06, 2023","23,550.00","23,550.00","23,800.00","23,300.00",,1.73%
75,"Sep 05, 2023","23,150.00","23,150.00","23,400.00","22,900.00",,0.87%
76,"Sep 04, 2023","22,950.00","22,950.00","23,200.00","22,700.00",,0.00%
77,"Sep 01, 2023","22,950.00","22,950.00","23,200.00","22,700.00",,0.00%
78,"Aug 31, 2023","22,950.00","22,950.00","23,200.00","22,700.00",,1.32%
79,"Aug 30, 2023","22,650.00","22,650.00","22,900.00","22,400.00",,0.00%
80,"Aug 29, 2023","22,650.00","22,650.00","22,900.00","22,400.00",,-0.44%
81,"Aug 28, 2023","22,750.00","22,750.00","23,000.00","22,500.00",,-0.44%
82,"Aug 25, 2023","22,850.00","22,850.00","23,100.00","22,600.00",,-0.44%
83,"Aug 24, 2023","22,950.00","22,950.00","23,200.00","22,700.00",,0.00%
84,"Aug 23, 2023","22,950.00","22,950.00","23,200.00","22,700.00",,0.44%
85,"Aug 22, 2023","22,850.00","22,850.00","23,100.00","22,600.00",,2.70%
86,"Aug 21, 2023","22,250.00","22,250.00","22,500.00","22,000.00",,0.45%
87,"Aug 18, 2023","22,150.00","22,150.00","22,400.00","21,900.00",,0.00%
88,"Aug 17, 2023","22,150.00","22,150.00","22,400.00","21,900.00",,0.00%
89,"Aug 16, 2023","22,150.00","22,150.00","22,400.00","21,900.00",,0.91%
90,"Aug 15, 2023","21,950.00","21,950.00","22,200.00","21,700.00",,0.69%
91,"Aug 14, 2023","21,800.00","21,800.00","22,050.00","21,550.00",,-0.23%
92,"Aug 11, 2023","21,850.00","21,850.00","22,100.00","21,600.00",,-0.46%
93,"Aug 10, 2023","21,950.00","21,950.00","22,200.00","21,700.00",,0.00%
94,"Aug 09, 2023","21,950.00","21,950.00","22,200.00","21,700.00",,0.00%
95,"Aug 08, 2023","21,950.00","21,950.00","22,200.00","21,700.00",,1.86%
96,"Aug 07, 2023","21,550.00","21,550.00","21,800.00","21,300.00",,1.41%
97,"Aug 04, 2023","21,250.00","21,250.00","21,500.00","21,000.00",,0.47%
98,"Aug 03, 2023","21,150.00","21,150.00","21,400.00","20,900.00",,0.24%
99,"Aug 02, 2023","21,100.00","21,100.00","21,350.00","20,850.00",,-0.24%
100,"Aug 01, 2023","21,150.00","21,150.00","21,400.00","20,900.00",,-0.47%
101,"Jul 31, 2023","21,250.00","21,250.00","21,500.00","21,000.00",,-0.70%
102,"Jul 28, 2023","21,400.00","21,400.00","21,650.00","21,150.00",,-0.23%
103,"Jul 27, 2023","21,450.00","21,450.00","21,700.00","21,200.00",,0.00%
104,"Jul 26, 2023","21,450.00","21,450.00","21,700.00","21,200.00",,0.94%
105,"Jul 25, 2023","21,250.00","21,250.00","21,500.00","21,000.00",,0.95%
106,"Jul 24, 2023","21,050.00","21,050.00","21,300.00","20,800.00",,0.48%
107,"Jul 21, 2023","20,950.00","20,950.00","21,200.00","20,700.00",,0.00%
108,"Jul 20, 2023","20,950.00","20,950.00","21,200.00","20,700.00",,0.00%
109,"Jul 19, 2023","20,950.00","20,950.00","21,200.00","20,700.00",,-0.24%
110,"Jul 18, 2023","21,000.00","21,000.00","21,250.00","20,750.00",,-0.71%
111,"Jul 17, 2023","21,150.00","21,150.00","21,400.00","20,900.00",,0.00%
112,"Jul 14, 2023","21,150.00","21,150.00","21,400.00","20,900.00",,0.24%
113,"Jul 13, 2023","21,100.00","21,100.00","21,350.00","20,850.00",,0.48%
114,"Jul 12, 2023","21,000.00","21,000.00","21,250.00","20,750.00",,0.96%
115,"Jul 11, 2023","20,800.00","20,800.00","21,050.00","20,550.00",,-0.24%
116,"Jul 10, 2023","20,850.00","20,850.00","21,100.00","20,600.00",,-0.48%
117,"Jul 07, 2023","20,950.00","20,950.00","21,200.00","20,700.00",,-0.48%
118,"Jul 06, 2023","21,050.00","21,050.00","21,300.00","20,800.00",,0.00%
119,"Jul 05, 2023","21,050.00","21,050.00","21,300.00","20,800.00",,1.94%
120,"Jul 04, 2023","20,650.00","20,650.00","20,900.00","20,400.00",,0.49%
121,"Jul 03, 2023","20,550.00","20,550.00","20,800.00","20,300.00",,-0.24%
122,"Jun 30, 2023","20,600.00","20,600.00","20,850.00","20,350.00",,-0.24%
123,"Jun 29, 2023","20,650.00","20,650.00","20,900.00","20,400.00",,-0.24%
124,"Jun 28, 2023","20,700.00","20,700.00","20,950.00","20,450.00",,-0.24%
125,"Jun 27, 2023","20,750.00","20,750.00","21,000.00","20,500.00",,0.00%
126,"Jun 26, 2023","20,750.00","20,750.00","21,000.00","20,500.00",,2.47%
127,"Jun 21, 2023","20,250.00","20,250.00","20,500.00","20,000.00",,0.00%
128,"Jun 20, 2023","20,250.00","20,250.00","20,500.00","20,000.00",,0.00%
129,"Jun 19, 2023","20,250.00","20,250.00","20,500.00","20,000.00",,-0.49%
130,"Jun 16, 2023","20,350.00","20,350.00","20,600.00","20,100.00",,-0.49%
131,"Jun 15, 2023","20,450.00","20,450.00","20,700.00","20,200.00",,-0.49%
132,"Jun 14, 2023","20,550.00","20,550.00","20,800.00","20,300.00",,0.00%
133,"Jun 13, 2023","20,550.00","20,550.00","20,800.00","20,300.00",,-0.48%
134,"Jun 12, 2023","20,650.00","20,650.00","20,900.00","20,400.00",,0.00%
135,"Jun 09, 2023","20,650.00","20,650.00","20,900.00","20,400.00",,-0.48%
136,"Jun 08, 2023","20,750.00","20,750.00","21,000.00","20,500.00",,0.00%
137,"Jun 07, 2023","20,750.00","20,750.00","21,000.00","20,500.00",,-1.43%
138,"Jun 06, 2023","21,050.00","21,050.00","21,300.00","20,800.00",,-2.32%
139,"Jun 05, 2023","21,550.00","21,550.00","21,800.00","21,300.00",,-1.82%
140,"Jun 02, 2023","21,950.00","21,950.00","22,200.00","21,700.00",,0.00%
141,"Jun 01, 2023","21,950.00","21,950.00","22,200.00","21,700.00",,0.92%
142,"May 31, 2023","21,750.00","21,750.00","22,000.00","21,500.00",,0.00%
143,"May 30, 2023","21,750.00","21,750.00","22,000.00","21,500.00",,-1.81%
144,"May 29, 2023","22,150.00","22,150.00","22,400.00","21,900.00",,-2.64%
145,"May 26, 2023","22,750.00","22,750.00","23,000.00","22,500.00",,-2.99%
146,"May 25, 2023","23,450.00","23,450.00","23,700.00","23,200.00",,-2.90%
147,"May 24, 2023","24,150.00","24,150.00","24,400.00","23,900.00",,-0.82%
148,"May 23, 2023","24,350.00","24,350.00","24,600.00","24,100.00",,-1.22%
149,"May 22, 2023","24,650.00","24,650.00","24,900.00","24,400.00",,-1.60%
150,"May 19, 2023","25,050.00","25,050.00","25,300.00","24,800.00",,-0.79%
151,"May 18, 2023","25,250.00","25,250.00","25,500.00","25,000.00",,-1.94%
152,"May 17, 2023","25,750.00","25,750.00","26,000.00","25,500.00",,-1.90%
153,"May 16, 2023","26,250.00","26,250.00","26,500.00","26,000.00",,-1.13%
154,"May 15, 2023","26,550.00","26,550.00","26,800.00","26,300.00",,0.00%
155,"May 12, 2023","26,550.00","26,550.00","26,800.00","26,300.00",,0.00%
156,"May 11, 2023","26,550.00","26,550.00","26,800.00","26,300.00",,0.00%
157,"May 10, 2023","26,550.00","26,550.00","26,800.00","26,300.00",,3.11%
158,"May 09, 2023","25,750.00","25,750.00","26,000.00","25,500.00",,4.46%
159,"May 08, 2023","24,650.00","24,650.00","24,800.00","24,500.00",,4.23%
160,"May 05, 2023","23,650.00","23,650.00","23,800.00","23,500.00",,1.50%
161,"May 04, 2023","23,300.00","23,300.00","23,450.00","23,150.00",,2.87%
162,"Apr 28, 2023","22,650.00","22,650.00","22,800.00","22,500.00",,-2.16%
163,"Apr 27, 2023","23,150.00","23,150.00","23,300.00","23,000.00",,-2.11%
164,"Apr 26, 2023","23,650.00","23,650.00","23,800.00","23,500.00",,0.00%
165,"Apr 25, 2023","23,650.00","23,650.00","23,800.00","23,500.00",,-2.07%
166,"Apr 24, 2023","24,150.00","24,150.00","24,300.00","24,000.00",,-7.65%
167,"Apr 21, 2023","26,150.00","26,150.00","26,300.00","26,000.00",,-1.13%
168,"Apr 20, 2023","26,450.00","26,450.00","26,600.00","26,300.00",,-1.12%
169,"Apr 19, 2023","26,750.00","26,750.00","26,900.00","26,600.00",,-2.19%
170,"Apr 18, 2023","27,350.00","27,350.00","27,500.00","27,200.00",,0.00%
171,"Apr 17, 2023","27,350.00","27,350.00","27,500.00","27,200.00",,0.00%
172,"Apr 14, 2023","27,350.00","27,350.00","27,500.00","27,200.00",,5.80%
173,"Apr 13, 2023","25,850.00","25,850.00","26,000.00","25,700.00",,5.73%
174,"Apr 12, 2023","24,450.00","24,450.00","24,600.00","24,300.00",,7.00%
175,"Apr 11, 2023","22,850.00","22,850.00","23,000.00","22,700.00",,4.58%
176,"Apr 10, 2023","21,850.00","21,850.00","22,000.00","21,700.00",,1.39%
177,"Apr 07, 2023","21,550.00","21,550.00","21,700.00","21,400.00",,2.38%
178,"Apr 06, 2023","21,050.00","21,050.00","21,200.00","20,900.00",,2.93%
179,"Apr 04, 2023","20,450.00","20,450.00","20,600.00","20,300.00",,0.49%
180,"Apr 03, 2023","20,350.00","20,350.00","20,500.00","20,200.00",,0.00%
181,"Mar 31, 2023","20,350.00","20,350.00","20,500.00","20,200.00",,0.00%
182,"Mar 30, 2023","20,350.00","20,350.00","20,500.00","20,200.00",,0.00%
183,"Mar 29, 2023","20,350.00","20,350.00","20,500.00","20,200.00",,0.00%
184,"Mar 28, 2023","20,350.00","20,350.00","20,500.00","20,200.00",,0.00%
185,"Mar 27, 2023","20,350.00","20,350.00","20,500.00","20,200.00",,1.50%
186,"Mar 24, 2023","20,050.00","20,050.00","20,200.00","19,900.00",,0.00%
187,"Mar 23, 2023","20,050.00","20,050.00","20,200.00","19,900.00",,0.00%
188,"Mar 22, 2023","20,050.00","20,050.00","20,200.00","19,900.00",,-0.50%
189,"Mar 21, 2023","20,150.00","20,150.00","20,300.00","20,000.00",,0.00%
190,"Mar 20, 2023","20,150.00","20,150.00","20,300.00","20,000.00",,-0.49%
191,"Mar 17, 2023","20,250.00","20,250.00","20,400.00","20,100.00",,-0.49%
192,"Mar 16, 2023","20,350.00","20,350.00","20,500.00","20,200.00",,0.00%
193,"Mar 15, 2023","20,350.00","20,350.00","20,500.00","20,200.00",,-0.49%
194,"Mar 14, 2023","20,450.00","20,450.00","20,600.00","20,300.00",,-0.49%
195,"Mar 13, 2023","20,550.00","20,550.00","20,700.00","20,400.00",,0.00%
196,"Mar 10, 2023","20,550.00","20,550.00","20,700.00","20,400.00",,0.00%
197,"Mar 09, 2023","20,550.00","20,550.00","20,700.00","20,400.00",,0.00%
198,"Mar 08, 2023","20,550.00","20,550.00","20,700.00","20,400.00",,0.00%
199,"Mar 07, 2023","20,550.00","20,550.00","20,700.00","20,400.00",,-0.48%
200,"Mar 06, 2023","20,650.00","20,650.00","20,800.00","20,500.00",,-0.96%
201,"Mar 03, 2023","20,850.00","20,850.00","21,000.00","20,700.00",,-0.95%
202,"Mar 02, 2023","21,050.00","21,050.00","21,200.00","20,900.00",,-0.47%
203,"Mar 01, 2023","21,150.00","21,150.00","21,300.00","21,000.00",,-0.70%
204,"Feb 28, 2023","21,300.00","21,300.00","21,450.00","21,150.00",,-0.47%
205,"Feb 27, 2023","21,400.00","21,400.00","21,550.00","21,250.00",,-0.23%
206,"Feb 24, 2023","21,450.00","21,450.00","21,600.00","21,300.00",,0.94%
207,"Feb 23, 2023","21,250.00","21,250.00","21,400.00","21,100.00",,0.95%
208,"Feb 22, 2023","21,050.00","21,050.00","21,200.00","20,900.00",,0.00%
209,"Feb 21, 2023","21,050.00","21,050.00","21,200.00","20,900.00",,0.00%
210,"Feb 20, 2023","21,050.00","21,050.00","21,200.00","20,900.00",,-0.47%
211,"Feb 17, 2023","21,150.00","21,150.00","21,300.00","21,000.00",,-0.47%
212,"Feb 16, 2023","21,250.00","21,250.00","21,400.00","21,100.00",,-1.85%
213,"Feb 14, 2023","21,650.00","21,650.00","21,800.00","21,500.00",,-0.46%
214,"Feb 13, 2023","21,750.00","21,750.00","21,900.00","21,600.00",,-0.46%
215,"Feb 10, 2023","21,850.00","21,850.00","22,000.00","21,700.00",,-0.46%
216,"Feb 09, 2023","21,950.00","21,950.00","22,100.00","21,800.00",,-0.23%
217,"Feb 08, 2023","22,000.00","22,000.00","22,150.00","21,850.00",,-0.23%
218,"Feb 07, 2023","22,050.00","22,050.00","22,200.00","21,900.00",,0.00%
219,"Feb 06, 2023","22,050.00","22,050.00","22,200.00","21,900.00",,0.00%
220,"Feb 03, 2023","22,050.00","22,050.00","22,200.00","21,900.00",,0.00%
221,"Feb 02, 2023","22,050.00","22,050.00","22,200.00","21,900.00",,0.00%
222,"Feb 01, 2023","22,050.00","22,050.00","22,200.00","21,900.00",,0.23%
223,"Jan 31, 2023","22,000.00","22,000.00","22,150.00","21,850.00",,0.00%
224,"Jan 30, 2023","22,000.00","22,000.00","22,150.00","21,850.00",,0.46%
225,"Jan 18, 2023","21,900.00","21,900.00","22,050.00","21,750.00",,0.00%
226,"Jan 17, 2023","21,900.00","21,900.00","22,050.00","21,750.00",,0.00%
227,"Jan 16, 2023","21,900.00","21,900.00","22,050.00","21,750.00",,0.00%
228,"Jan 13, 2023","21,900.00","21,900.00","22,050.00","21,750.00",,0.00%
229,"Jan 12, 2023","21,900.00","21,900.00","22,050.00","21,750.00",,-0.23%
230,"Jan 11, 2023","21,950.00","21,950.00","22,100.00","21,800.00",,0.00%
231,"Jan 10, 2023","21,950.00","21,950.00","22,100.00","21,800.00",,0.00%
232,"Jan 09, 2023","21,950.00","21,950.00","22,100.00","21,800.00",,0.69%
233,"Jan 06, 2023","21,800.00","21,800.00","21,950.00","21,650.00",,0.23%
234,"Jan 05, 2023","21,750.00","21,750.00","21,900.00","21,600.00",,0.46%
235,"Jan 04, 2023","21,650.00","21,650.00","21,800.00","21,500.00",,0.00%
236,"Jan 03, 2023","21,650.00","21,650.00","21,800.00","21,500.00",,0.00%
237,"Dec 30, 2022","21,650.00","21,650.00","21,800.00","21,500.00",,0.00%
238,"Dec 29, 2022","21,650.00","21,650.00","21,800.00","21,500.00",,0.00%
239,"Dec 28, 2022","21,650.00","21,650.00","21,800.00","21,500.00",,-0.23%
240,"Dec 27, 2022","21,700.00","21,700.00","21,850.00","21,550.00",,0.00%
241,"Dec 26, 2022","21,700.00","21,700.00","21,850.00","21,550.00",,0.00%
242,"Dec 23, 2022","21,700.00","21,700.00","21,850.00","21,550.00",,0.46%
243,"Dec 22, 2022","21,600.00","21,600.00","21,750.00","21,450.00",,0.00%
244,"Dec 21, 2022","21,600.00","21,600.00","21,750.00","21,450.00",,0.00%
245,"Dec 20, 2022","21,600.00","21,600.00","21,750.00","21,450.00",,-0.23%
246,"Dec 19, 2022","21,650.00","21,650.00","21,800.00","21,500.00",,0.00%
247,"Dec 16, 2022","21,650.00","21,650.00","21,800.00","21,500.00",,-0.92%
248,"Dec 15, 2022","21,850.00","21,850.00","22,000.00","21,700.00",,0.00%
249,"Dec 14, 2022","21,850.00","21,850.00","22,000.00","21,700.00",,-0.91%
250,"Dec 13, 2022","22,050.00","22,050.00","22,200.00","21,900.00",,-0.45%
251,"Dec 12, 2022","22,150.00","22,150.00","22,300.00","22,000.00",,-0.45%
252,"Dec 09, 2022","22,250.00","22,250.00","22,400.00","22,100.00",,-0.45%
253,"Dec 08, 2022","22,350.00","22,350.00","22,500.00","22,200.00",,0.00%
254,"Dec 07, 2022","22,350.00","22,350.00","22,500.00","22,200.00",,0.45%
255,"Dec 06, 2022","22,250.00","22,250.00","22,400.00","22,100.00",,0.45%
256,"Dec 05, 2022","22,150.00","22,150.00","22,300.00","22,000.00",,0.00%
257,"Dec 02, 2022","22,150.00","22,150.00","22,300.00","22,000.00",,0.00%
258,"Dec 01, 2022","22,150.00","22,150.00","22,300.00","22,000.00",,-0.45%
259,"Nov 30, 2022","22,250.00","22,250.00","22,400.00","22,100.00",,-0.89%
260,"Nov 29, 2022","22,450.00","22,450.00","22,600.00","22,300.00",,-0.88%
261,"Nov 28, 2022","22,650.00","22,650.00","22,800.00","22,500.00",,-2.16%
262,"Nov 25, 2022","23,150.00","23,150.00","23,300.00","23,000.00",,-0.43%
263,"Nov 24, 2022","23,250.00","23,250.00","23,400.00","23,100.00",,-0.43%
264,"Nov 23, 2022","23,350.00","23,350.00","23,500.00","23,200.00",,-0.43%
265,"Nov 22, 2022","23,450.00","23,450.00","23,600.00","23,300.00",,-0.42%
266,"Nov 21, 2022","23,550.00","23,550.00","23,700.00","23,400.00",,-0.42%
267,"Nov 18, 2022","23,650.00","23,650.00","23,800.00","23,500.00",,-0.42%
268,"Nov 17, 2022","23,750.00","23,750.00","23,900.00","23,600.00",,-0.42%
269,"Nov 16, 2022","23,850.00","23,850.00","24,000.00","23,700.00",,-0.42%
270,"Nov 15, 2022","23,950.00","23,950.00","24,100.00","23,800.00",,-0.83%
271,"Nov 14, 2022","24,150.00","24,150.00","24,300.00","24,000.00",,-0.41%
272,"Nov 11, 2022","24,250.00","24,250.00","24,400.00","24,100.00",,0.00%
273,"Nov 10, 2022","24,250.00","24,250.00","24,400.00","24,100.00",,0.00%
274,"Nov 09, 2022","24,250.00","24,250.00","24,400.00","24,100.00",,0.00%
275,"Nov 08, 2022","24,250.00","24,250.00","24,400.00","24,100.00",,0.00%
276,"Nov 07, 2022","24,250.00","24,250.00","24,400.00","24,100.00",,0.00%
277,"Nov 04, 2022","24,250.00","24,250.00","24,400.00","24,100.00",,0.00%
278,"Nov 03, 2022","24,250.00","24,250.00","24,400.00","24,100.00",,0.00%
279,"Nov 02, 2022","24,250.00","24,250.00","24,400.00","24,100.00",,-0.82%
280,"Nov 01, 2022","24,450.00","24,450.00","24,600.00","24,300.00",,-0.41%
281,"Oct 31, 2022","24,550.00","24,550.00","24,700.00","24,400.00",,-0.41%
282,"Oct 28, 2022","24,650.00","24,650.00","24,800.00","24,500.00",,-0.40%
283,"Oct 27, 2022","24,750.00","24,750.00","24,900.00","24,600.00",,-0.80%
284,"Oct 26, 2022","24,950.00","24,950.00","25,100.00","24,800.00",,-0.80%
285,"Oct 25, 2022","25,150.00","25,150.00","25,300.00","25,000.00",,-0.79%
286,"Oct 24, 2022","25,350.00","25,350.00","25,500.00","25,200.00",,0.00%
287,"Oct 21, 2022","25,350.00","25,350.00","25,500.00","25,200.00",,0.00%
288,"Oct 20, 2022","25,350.00","25,350.00","25,500.00","25,200.00",,2.42%
289,"Oct 19, 2022","24,750.00","24,750.00","24,900.00","24,600.00",,-0.40%
290,"Oct 18, 2022","24,850.00","24,850.00","25,000.00","24,700.00",,-0.40%
291,"Oct 17, 2022","24,950.00","24,950.00","25,100.00","24,800.00",,-0.40%
292,"Oct 14, 2022","25,050.00","25,050.00","25,300.00","24,800.00",,0.00%
293,"Oct 13, 2022","25,050.00","25,050.00","25,300.00","24,800.00",,0.00%
294,"Oct 12, 2022","25,050.00","25,050.00","25,300.00","24,800.00",,0.00%
295,"Oct 11, 2022","25,050.00","25,050.00","25,300.00","24,800.00",,0.00%
296,"Oct 10, 2022","25,050.00","25,050.00","25,300.00","24,800.00",,1.21%
297,"Sep 29, 2022","24,750.00","24,750.00","25,000.00","24,500.00",,-0.80%
298,"Sep 28, 2022","24,950.00","24,950.00","25,200.00","24,700.00",,-0.40%
299,"Sep 27, 2022","25,050.00","25,050.00","25,300.00","24,800.00",,0.00%
300,"Sep 26, 2022","25,050.00","25,050.00","25,300.00","24,800.00",,2.45%
301,"Sep 23, 2022","24,450.00","24,450.00","24,700.00","24,200.00",,0.41%
302,"Sep 22, 2022","24,350.00","24,350.00","24,600.00","24,100.00",,0.00%
303,"Sep 21, 2022","24,350.00","24,350.00","24,600.00","24,100.00",,0.00%
304,"Sep 20, 2022","24,350.00","24,350.00","24,600.00","24,100.00",,-0.81%
305,"Sep 19, 2022","24,550.00","24,550.00","24,800.00","24,300.00",,0.00%
306,"Sep 16, 2022","24,550.00","24,550.00","24,800.00","24,300.00",,0.00%
307,"Sep 15, 2022","24,550.00","24,550.00","24,800.00","24,300.00",,0.00%
308,"Sep 14, 2022","24,550.00","24,550.00","24,800.00","24,300.00",,0.00%
309,"Sep 13, 2022","24,550.00","24,550.00","24,800.00","24,300.00",,-0.81%
310,"Sep 09, 2022","24,750.00","24,750.00","25,000.00","24,500.00",,2.06%
311,"Sep 08, 2022","24,250.00","24,250.00","24,500.00","24,000.00",,0.00%
312,"Sep 07, 2022","24,250.00","24,250.00","24,500.00","24,000.00",,0.00%
313,"Sep 06, 2022","24,250.00","24,250.00","24,500.00","24,000.00",,-2.02%
314,"Sep 05, 2022","24,750.00","24,750.00","25,000.00","24,500.00",,-1.98%
315,"Sep 02, 2022","25,250.00","25,250.00","25,500.00","25,000.00",,-1.94%
316,"Sep 01, 2022","25,750.00","25,750.00","26,000.00","25,500.00",,-1.90%
317,"Aug 31, 2022","26,250.00","26,250.00","26,500.00","26,000.00",,-1.13%
318,"Aug 30, 2022","26,550.00","26,550.00","26,800.00","26,300.00",,3.11%
319,"Aug 29, 2022","25,750.00","25,750.00","26,000.00","25,500.00",,6.19%
320,"Aug 26, 2022","24,250.00","24,250.00","24,500.00","24,000.00",,0.83%
321,"Aug 25, 2022","24,050.00","24,050.00","24,300.00","23,800.00",,-0.82%
