,Name,Params,Accuracy,Precision (0),Recall (0),F1 (0),Precision (1),Recall (1),F1 (1)
0,LSTM,250 layers,0.9161290322580645,0.918918918918919,0.9927007299270073,0.9543859649122808,0.8571428571428571,0.3333333333333333,0.48
1,LSTM,200 layers,0.896774193548387,0.8954248366013072,1.0,0.9448275862068967,1.0,0.1111111111111111,0.19999999999999998
2,LSTM,100 layers,0.9096774193548387,0.9072847682119205,1.0,0.9513888888888888,1.0,0.2222222222222222,0.3636363636363636
3,LSTM,50 layers,0.8838709677419355,0.8838709677419355,1.0,0.9383561643835617,0.0,0.0,0.0
4,CNN with Attention,"32 filters, kernel size 7",0.8774193548387097,0.8881578947368421,0.9854014598540146,0.9342560553633217,0.3333333333333333,0.05555555555555555,0.09523809523809525
5,CNN with Attention,"32 filters, kernel size 5",0.8903225806451613,0.8947368421052632,0.9927007299270073,0.9411764705882353,0.6666666666666666,0.1111111111111111,0.1904761904761905
6,CNN with Attention,"32 filters, kernel size 3",0.8580645161290322,0.891156462585034,0.9562043795620438,0.9225352112676056,0.25,0.1111111111111111,0.15384615384615383
7,CNN with Attention,"64 filters, kernel size 7",0.8838709677419355,0.8888888888888888,0.9927007299270073,0.9379310344827586,0.5,0.05555555555555555,0.09999999999999999
8,CNN with Attention,"64 filters, kernel size 5",0.8903225806451613,0.8896103896103896,1.0,0.9415807560137458,1.0,0.05555555555555555,0.10526315789473684
9,CNN with Attention,"64 filters, kernel size 3",0.864516129032258,0.8918918918918919,0.9635036496350365,0.9263157894736843,0.2857142857142857,0.1111111111111111,0.16
10,CNN with Attention,"128 filters, kernel size 7",0.8903225806451613,0.8947368421052632,0.9927007299270073,0.9411764705882353,0.6666666666666666,0.1111111111111111,0.1904761904761905
11,CNN with Attention,"128 filters, kernel size 5",0.896774193548387,0.8954248366013072,1.0,0.9448275862068967,1.0,0.1111111111111111,0.19999999999999998
12,CNN with Attention,"128 filters, kernel size 3",0.8903225806451613,0.8947368421052632,0.9927007299270073,0.9411764705882353,0.6666666666666666,0.1111111111111111,0.1904761904761905
13,CNN with Attention,"256 filters, kernel size 7",0.896774193548387,0.8954248366013072,1.0,0.9448275862068967,1.0,0.1111111111111111,0.19999999999999998
14,CNN with Attention,"256 filters, kernel size 5",0.896774193548387,0.8954248366013072,1.0,0.9448275862068967,1.0,0.1111111111111111,0.19999999999999998
15,CNN with Attention,"256 filters, kernel size 3",0.8838709677419355,0.8888888888888888,0.9927007299270073,0.9379310344827586,0.5,0.05555555555555555,0.09999999999999999
16,RNN,200 units,0.896774193548387,0.8954248366013072,1.0,0.9448275862068967,1.0,0.1111111111111111,0.19999999999999998
17,RNN,150 units,0.896774193548387,0.8954248366013072,1.0,0.9448275862068967,1.0,0.1111111111111111,0.19999999999999998
18,RNN,100 units,0.864516129032258,0.8918918918918919,0.9635036496350365,0.9263157894736843,0.2857142857142857,0.1111111111111111,0.16
19,RNN,50 units,0.8774193548387097,0.8933333333333333,0.9781021897810219,0.9337979094076654,0.4,0.1111111111111111,0.1739130434782609
20,CNN,"32 filters, kernel size 7",0.8838709677419355,0.8940397350993378,0.9854014598540146,0.9374999999999999,0.5,0.1111111111111111,0.1818181818181818
21,CNN,"32 filters, kernel size 5",0.8580645161290322,0.8807947019867549,0.9708029197080292,0.9236111111111112,0.0,0.0,0.0
22,CNN,"32 filters, kernel size 3",0.8193548387096774,0.8758620689655172,0.927007299270073,0.9007092198581559,0.0,0.0,0.0
23,CNN,"64 filters, kernel size 7",0.8838709677419355,0.8940397350993378,0.9854014598540146,0.9374999999999999,0.5,0.1111111111111111,0.1818181818181818
24,CNN,"64 filters, kernel size 5",0.8774193548387097,0.8831168831168831,0.9927007299270073,0.9347079037800686,0.0,0.0,0.0
25,CNN,"64 filters, kernel size 3",0.8258064516129032,0.8819444444444444,0.927007299270073,0.9039145907473309,0.09090909090909091,0.05555555555555555,0.06896551724137931
26,CNN,"128 filters, kernel size 7",0.8387096774193549,0.8783783783783784,0.948905109489051,0.9122807017543859,0.0,0.0,0.0
27,CNN,"128 filters, kernel size 5",0.8903225806451613,0.8947368421052632,0.9927007299270073,0.9411764705882353,0.6666666666666666,0.1111111111111111,0.1904761904761905
28,CNN,"128 filters, kernel size 3",0.8580645161290322,0.8807947019867549,0.9708029197080292,0.9236111111111112,0.0,0.0,0.0
29,CNN,"256 filters, kernel size 7",0.8709677419354839,0.8926174496644296,0.9708029197080292,0.93006993006993,0.3333333333333333,0.1111111111111111,0.16666666666666666
30,CNN,"256 filters, kernel size 5",0.8838709677419355,0.8993288590604027,0.9781021897810219,0.937062937062937,0.5,0.16666666666666666,0.25
31,CNN,"256 filters, kernel size 3",0.8580645161290322,0.8859060402684564,0.9635036496350365,0.9230769230769231,0.16666666666666666,0.05555555555555555,0.08333333333333333
