,epsilon,pre,recall,F1,NSC,PSC,NRC,PRC
0,0.001,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
1,0.002,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
2,0.003,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
3,0.004,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
4,0.005,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
5,0.006,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
6,0.007,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
7,0.008,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
8,0.009000000000000001,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
9,0.01,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
10,0.011,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
11,0.012,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
12,0.013000000000000001,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
13,0.014,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
14,0.015,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
15,0.016,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
16,0.017,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
17,0.018000000000000002,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
18,0.019,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
19,0.02,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
20,0.021,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
21,0.022,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
22,0.023,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
23,0.024,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
24,0.025,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
25,0.026000000000000002,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
26,0.027,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
27,0.028,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
28,0.029,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
29,0.03,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
30,0.031,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
31,0.032,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
32,0.033,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
33,0.034,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
34,0.035,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
35,0.036000000000000004,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
36,0.037,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
37,0.038,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
38,0.039,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
39,0.04,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
40,0.041,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
41,0.042,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
42,0.043000000000000003,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
43,0.044,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
44,0.045,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
45,0.046,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
46,0.047,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
47,0.048,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
48,0.049,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
49,0.05,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
50,0.051000000000000004,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
51,0.052000000000000005,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
52,0.053,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
53,0.054,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
54,0.055,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
55,0.056,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
56,0.057,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
57,0.058,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
58,0.059000000000000004,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
59,0.06,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
60,0.061,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
61,0.062,0.7846153846153846,0.6538461538461539,0.7132867132867133,0,5,0,49
