,Date,HS Code,Product Description,Consignee,Notify Party Name,Shipper,Std. Quantity,Std. Unit,Standard Unit Rate INR,Value,Country of Origin,Country of Destination,Port of Destination,Quantity,Unit,Unit Rate $,Actual Duty,Port of Origin,Shipment Mode,Measurment,Bill of Entry No,Port of Delivery,Container TEU,Freight Term,Marks Number,HS Product Description,Gross Weight,Consignee Address,Shipper Address,Notify Party Address,Country Name
379,2021-03-12,8112929500,"Germanium monocrystalline unprocessed chopped in the form of ingots is designed for further processing   (grinding ,  polishing and coating)   in order to manufacture optical elements on its own production.",LLC TIDEKS,,VITAL OPTICS TECHNOLONGY CO LTD,0.0,,-,0.0,China,Russia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,3.94,,,,Russia T3  Import
380,2021-03-15,8112929500,Germany polycrystalline zono-purified - 929.348 kg   (Germany content - 99.999%)  ,JSC GERMANY,,VITAL OPTICS TECHNOLONGY CO LTD,0.0,,-,0.0,China,Russia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,1015.0,,,,Russia T3  Import
381,2021-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,184.34,Germany,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
382,2021-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,816.47,Germany,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
383,2021-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.001,TON,-,1510.98,Italy,Thailand,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
384,2021-05-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.107,TON,-,74901.2,Belgium,Latvia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
385,2021-10-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.212,TON,-,4518.6,Belgium,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
386,2021-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.108,TON,-,154823.81,Belgium,Latvia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
387,2021-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.003,TON,-,4890.48,Germany,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
388,2021-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.001,TON,-,2.38,Sweden,Switzerland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Export
389,2021-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.19,TON,-,103000.0,Germany,Hong Kong,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
390,2021-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.033,TON,-,40214.46,Netherlands,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
391,2021-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.016,TON,-,15566.27,China,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
392,2021-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.018,TON,-,23579.52,Japan,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
393,2021-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.006,TON,-,20720.48,United States,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Import
394,2021-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.002,TON,-,4.82,United States,Sweden,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Import
395,2021-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.004,TON,-,45907.06,Belgium,Latvia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Latvia T1  Import
396,2021-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.059,TON,-,127403.66,Belgium,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Import
397,2021-02-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.012,TON,-,869933.73,United States,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
398,2021-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.016,TON,-,14341.46,China,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
399,2021-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.002,TON,-,16058.54,Russia,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
400,2021-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.106,TON,-,7314.63,Belgium,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
401,2021-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.001,TON,-,219.51,Italy,Slovenia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
402,2021-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.001,TON,-,9469.51,Belgium,United Kingdom,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
403,2021-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.001,TON,-,13092.68,Belgium,Japan,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
404,2021-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.006,TON,-,97650.0,Belgium,Latvia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Latvia T1  Import
405,2021-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.002,TON,-,1365.12,China,Netherlands,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Import
406,2021-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,1.8,TON,-,1967426.74,China,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
407,2021-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.3,TON,-,375158.14,China,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
408,2021-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.003,TON,-,9182.56,Germany,Romania,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Romania T1  Import
409,2021-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.011,TON,-,17733.72,Russia,Bulgaria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Bulgaria T1  Import
410,2021-10-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.001,TON,-,289.53,Germany,Sweden,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Sweden T1  Import
411,2021-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.009,TON,-,3711.63,United States,Austria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Austria T1  Import
412,2021-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.012,TON,-,212173.26,United States,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
413,2021-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.028,TON,-,130500.0,United States,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
414,2021-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.38,TON,-,367104.76,China,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
415,2021-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.001,TON,-,10280.95,United States,Netherlands,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Import
416,2021-08-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.032,TON,-,124428.57,Belgium,United States,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
417,2022-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,1538.46,Italy,Nigeria,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
418,2022-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,274.73,Germany,Denmark,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
419,2022-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.11,TON,-,157659.34,Belgium,Latvia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
420,2022-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,19197.8,Bulgaria,Israel,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Bulgaria T1  Export
421,2022-05-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,9894.74,Germany,United Kingdom,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
422,2022-05-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,673.68,Germany,Spain,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
423,2022-05-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,368.42,Belgium,Israel,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
424,2022-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,18170.21,Belgium,United Kingdom,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
425,2022-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.3,TON,-,446822.92,Germany,Switzerland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
426,2022-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,0.0,Netherlands,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
427,2022-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.3,TON,-,395181.82,China,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
428,2022-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,1147.73,United States,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
429,2022-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,1181.82,Japan,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
430,2022-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,2659.34,Denmark,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
431,2022-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,439.56,Germany,Denmark,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Denmark T1  Import
432,2022-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,166.67,Denmark,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
433,2022-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,11.11,United States,Netherlands,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Import
434,2022-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,2344.44,United States,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
435,2022-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,90.91,Germany,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Import
436,2022-08-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,701.03,Germany,Slovenia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
437,2022-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,3937.5,Italy,Thailand,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
438,2022-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,199854.17,Belgium,China,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
439,2022-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,6920.45,France,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Export
440,2022-05-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,30989.47,Belgium,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Import
441,2022-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,12020.83,United States,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
442,2022-08-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,19020.62,Belgium,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Import
443,2022-08-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,2381.44,United Kingdom,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
444,2022-06-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,3351.06,United Kingdom,Netherlands,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Import
445,2022-12-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,126.32,Netherlands,Romania,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Romania T1  Import
446,2022-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,3287.13,Italy,Turkey,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
447,2022-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.03,TON,-,30504.95,China,Netherlands,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Import
448,2022-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,89.11,France,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
449,2022-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.03,TON,-,27623.76,Netherlands,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Import
450,2022-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.3,TON,-,300742.57,China,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
451,2022-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,465.35,United States,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
452,2022-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,148.51,Germany,Poland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Poland T1  Import
453,2022-11-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,217.82,Belgium,India,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
454,2022-12-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,1673.68,Italy,India,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
455,2022-10-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,9196.08,Belgium,Japan,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
456,2022-10-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,333.33,Germany,Switzerland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
457,2022-10-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,95892.16,Belgium,Latvia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Latvia T1  Import
458,2022-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,54722.77,Belgium,United States,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
459,2022-10-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,450.98,Germany,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
460,2022-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,5603.96,Germany,Poland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
461,2022-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,79.21,Belgium,Switzerland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
462,2022-09-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,7623.76,Belgium,Japan,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
463,2023-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.08,TON,-,21720.43,Netherlands,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
464,2023-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,215.05,Belgium,India,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
465,2023-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,1623.66,United States,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
466,2023-01-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,1516.13,Canada,Finland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Finland T1  Import
467,2023-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.23,TON,-,335619.57,Belgium,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
468,2023-04-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,1173.91,Slovakia,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Import
469,2023-02-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,10043.48,Austria,Belgium,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Austria T1  Export
470,2023-02-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,869.57,Germany,Poland,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
471,2023-02-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.11,TON,-,18032.61,Belgium,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
472,2023-02-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,6641.3,Germany,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Import
473,2023-02-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,597.83,United States,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Import
474,2023-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,3702.13,Netherlands,Italy,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Export
475,2023-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,63.83,United States,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
476,2023-03-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.3,TON,-,393712.77,Germany,United States,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Export
477,2023-02-17,811292950012,Germenium powders,LEGOR GROUP TR MADEN ALASIMLARI SAN VE TIC LTD STI,,LEGOR GROUP SPA,1.0,KGS,-,1639.36,China,Turkey,Not Available,1.0,KGS,-,-,Not Available,-,-,23341300IM00037156,-,-,-,-,Germanium powders,0.0,,,,Turkey T3  Import
478,2023-08-04,811292950012,Germenyum  Cleanliness,Legor Group Tr Minelas San ve Tic Ltd ti,,LEGOR GROUP SPA,2.0,KGS,-,3795.0,China,Turkey,Not Available,2.0,KGS,-,-,Not Available,-,-,23341300IM00172071,-,-,-,-,Germanium powders,0.0,,,,Turkey T3  Import
479,2023-07-05,8112929500,"GERMANIUM MONOCRYSTALLINE UNPROCESSED IN THE FORM OF INGOTS ,  INTENDED FOR FURTHER PROCESSING   (GRINDING ,  POLISHING AND COATING)   IS USED AT OWN PRODUCTION - FOR THE PURPOSE OF MANUFACTURING OPTICAL ELEMENTS.",OOO TIDEKS,,VITAL OPTICS TECHNOLONGY CO LTD,0.0,UNT,-,0.0,China,Russia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,34.94,,,,Russia T3  Import
480,2023-05-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.03,TON,-,34208.79,China,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
481,2023-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,104913.04,Belgium,Latvia,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Latvia T1  Import
482,2023-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.6,TON,-,696293.48,China,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
483,2023-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,3717.39,Italy,Turkey,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Italy T1  Export
484,2023-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,369.57,Denmark,Germany,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Germany T1  Import
485,2023-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.02,TON,-,474934.78,Belgium,China,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
486,2023-07-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.01,TON,-,89695.65,Belgium,France,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,France T1  Import
487,2023-08-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,24923.08,Belgium,China,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
488,2023-08-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,461.54,Belgium,Japan,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Belgium T1  Export
489,2023-08-01,81129295,UNWROUGHT GERMANIUM; GERMANIUM POWDERS,,,,0.0,TON,-,153.85,China,Netherlands,Not Available,0.0,UNT,-,-,Not Available,-,-,-,-,-,-,-,,0.0,,,,Netherlands T1  Import
