,epsilon,pre,recall,F1,NSC,PSC,NRC,PRC
56,0.057,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
57,0.058,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
58,0.059000000000000004,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
59,0.06,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
60,0.061,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
61,0.062,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
62,0.063,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
63,0.064,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
64,0.065,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
65,0.066,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
66,0.067,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
67,0.068,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
68,0.069,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
69,0.07,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
70,0.07100000000000001,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
71,0.07200000000000001,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
72,0.073,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
73,0.074,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
74,0.075,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
75,0.076,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
76,0.077,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
77,0.078,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
78,0.079,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
79,0.08,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
80,0.081,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
81,0.082,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
82,0.083,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
83,0.084,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
84,0.085,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
85,0.08600000000000001,0.1589041095890411,1.0,0.27423167848699764,29,365,5,5
