,Date,Price,Open,High,Low,Vol.,Change %
42,"Oct 30, 2023",6.71,6.95,7.06,6.66,2.00M,-2.04%
43,"Oct 27, 2023",6.85,6.9,7.14,6.82,1.98M,1.33%
44,"Oct 26, 2023",6.76,6.78,6.96,6.72,2.28M,-1.02%
45,"Oct 25, 2023",6.83,6.74,7.1,6.7,2.18M,1.34%
46,"Oct 24, 2023",6.74,6.53,6.83,6.51,3.00M,2.90%
47,"Oct 23, 2023",6.55,6.8,6.85,6.32,4.10M,-5.89%
48,"Oct 20, 2023",6.96,7.05,7.13,6.69,2.57M,-2.25%
49,"Oct 19, 2023",7.12,8.06,8.07,7.01,3.68M,-12.75%
50,"Oct 18, 2023",8.16,8.86,8.97,8.12,3.71M,-10.33%
51,"Oct 17, 2023",9.1,9.02,9.32,8.92,2.41M,-2.47%
52,"Oct 16, 2023",9.33,8.79,9.34,8.5,3.62M,7.49%
53,"Oct 13, 2023",8.68,9.5,9.57,8.57,3.87M,-9.39%
54,"Oct 12, 2023",9.58,9.91,10.0,9.45,3.21M,-2.84%
55,"Oct 11, 2023",9.86,10.57,10.58,9.6,4.83M,-7.85%
56,"Oct 10, 2023",10.7,11.09,11.19,10.55,3.69M,-3.34%
57,"Oct 09, 2023",11.07,11.5,11.5,10.12,4.08M,-3.66%
58,"Oct 06, 2023",11.49,10.81,11.79,10.56,5.55M,5.41%
59,"Oct 05, 2023",10.9,11.91,12.38,10.03,6.75M,-7.00%
60,"Oct 04, 2023",11.72,10.5,11.8,10.08,7.12M,-27.61%
61,"Oct 03, 2023",16.19,15.88,16.23,15.78,1.88M,1.00%
62,"Oct 02, 2023",16.03,16.66,16.73,15.64,4.10M,-5.76%
63,"Sep 29, 2023",17.01,17.5,18.75,16.92,8.15M,-0.70%
64,"Sep 28, 2023",17.13,16.33,17.25,16.21,2.08M,5.09%
65,"Sep 27, 2023",16.3,17.3,17.34,16.12,3.64M,-5.29%
66,"Sep 26, 2023",17.21,17.59,17.88,17.11,1.45M,-3.37%
67,"Sep 25, 2023",17.81,17.62,17.9,17.46,1.07M,-0.17%
68,"Sep 22, 2023",17.84,18.25,18.5,17.81,1.10M,-0.56%
69,"Sep 21, 2023",17.94,17.96,18.12,17.64,1.54M,-1.48%
70,"Sep 20, 2023",18.21,19.0,19.07,18.2,1.91M,-3.45%
71,"Sep 19, 2023",18.86,20.33,20.33,18.85,2.88M,-7.19%
72,"Sep 18, 2023",20.32,21.08,21.4,20.28,2.82M,-3.42%
73,"Sep 15, 2023",21.04,19.94,21.14,19.9,4.58M,6.05%
74,"Sep 14, 2023",19.84,19.41,19.92,19.21,1.93M,3.82%
75,"Sep 13, 2023",19.11,19.44,19.71,18.95,1.84M,1.06%
76,"Sep 12, 2023",18.91,19.28,20.06,18.78,2.91M,-1.20%
77,"Sep 11, 2023",19.14,18.42,19.67,18.39,3.61M,7.41%
78,"Sep 08, 2023",17.82,18.08,18.08,17.61,787.68K,-1.49%
79,"Sep 07, 2023",18.09,18.12,18.19,17.8,780.12K,-1.90%
80,"Sep 06, 2023",18.44,18.85,18.89,18.31,763.26K,-2.43%
81,"Sep 05, 2023",18.9,18.55,19.16,18.49,1.26M,1.83%
82,"Sep 01, 2023",18.56,18.56,18.68,18.41,747.57K,1.31%
83,"Aug 31, 2023",18.32,18.45,18.53,18.11,857.03K,-0.22%
84,"Aug 30, 2023",18.36,18.21,18.37,18.06,821.06K,0.71%
85,"Aug 29, 2023",18.23,17.56,18.28,17.37,1.06M,3.82%
86,"Aug 28, 2023",17.56,17.24,17.65,17.18,871.61K,2.09%
87,"Aug 25, 2023",17.2,17.28,17.39,16.83,1.26M,-0.12%
88,"Aug 24, 2023",17.22,17.52,17.52,17.13,1.96M,-1.54%
89,"Aug 23, 2023",17.49,16.87,17.51,16.81,1.13M,3.74%
90,"Aug 22, 2023",16.86,17.5,17.5,16.85,1.20M,-2.77%
91,"Aug 21, 2023",17.34,16.59,17.47,16.56,1.52M,4.77%
92,"Aug 18, 2023",16.55,16.37,16.58,16.07,2.29M,-0.48%
93,"Aug 17, 2023",16.63,17.08,17.1,16.6,1.83M,-1.89%
94,"Aug 16, 2023",16.95,17.36,17.42,16.94,1.71M,-2.75%
95,"Aug 15, 2023",17.43,18.02,18.06,17.39,1.99M,-4.60%
96,"Aug 14, 2023",18.27,17.92,18.55,17.92,1.44M,-0.22%
97,"Aug 11, 2023",18.31,18.4,18.5,17.88,2.26M,-1.72%
98,"Aug 10, 2023",18.63,19.05,19.27,18.38,2.25M,-0.59%
99,"Aug 09, 2023",18.74,18.77,18.81,18.49,1.05M,0.48%
100,"Aug 08, 2023",18.65,18.52,18.67,18.36,1.27M,-0.43%
101,"Aug 07, 2023",18.73,19.24,19.3,18.63,1.89M,-3.20%
102,"Aug 04, 2023",19.35,19.12,19.81,19.0,1.30M,1.42%
103,"Aug 03, 2023",19.08,19.25,19.35,19.07,1.11M,-0.31%
104,"Aug 02, 2023",19.14,19.13,19.31,18.7,2.00M,-1.39%
105,"Aug 01, 2023",19.41,19.9,20.02,19.36,1.38M,-3.82%
106,"Jul 31, 2023",20.18,19.52,20.25,19.4,1.75M,3.54%
107,"Jul 28, 2023",19.49,19.25,19.64,19.2,1.21M,2.10%
108,"Jul 27, 2023",19.09,19.7,19.78,19.06,2.01M,-2.15%
109,"Jul 26, 2023",19.51,19.44,19.68,19.31,1.58M,0.31%
110,"Jul 25, 2023",19.45,19.52,19.84,19.44,1.48M,0.21%
111,"Jul 24, 2023",19.41,19.8,19.83,19.4,2.00M,-2.27%
112,"Jul 21, 2023",19.86,20.68,20.68,19.83,2.36M,-3.73%
113,"Jul 20, 2023",20.63,20.9,20.99,20.47,1.34M,-1.95%
114,"Jul 19, 2023",21.04,21.52,21.52,20.97,1.22M,-1.22%
115,"Jul 18, 2023",21.3,21.17,21.72,21.07,1.60M,1.72%
116,"Jul 17, 2023",20.94,20.39,21.24,20.27,1.59M,1.40%
117,"Jul 14, 2023",20.65,20.81,20.85,20.36,1.37M,-1.34%
118,"Jul 13, 2023",20.93,20.93,21.13,20.82,1.50M,1.21%
119,"Jul 12, 2023",20.68,21.3,21.34,20.62,1.40M,-1.43%
120,"Jul 11, 2023",20.98,21.1,21.2,20.74,1.26M,-0.19%
121,"Jul 10, 2023",21.02,19.85,21.03,19.8,2.52M,4.94%
122,"Jul 07, 2023",20.03,19.94,20.49,19.94,1.44M,0.05%
123,"Jul 06, 2023",20.02,20.2,20.25,19.6,1.67M,-2.67%
124,"Jul 05, 2023",20.57,20.5,20.71,20.15,1.14M,0.78%
125,"Jul 03, 2023",20.41,20.5,20.74,20.35,845.57K,0.99%
126,"Jun 30, 2023",20.21,19.7,20.3,19.42,2.14M,3.85%
127,"Jun 29, 2023",19.46,19.37,19.87,19.32,2.05M,0.46%
128,"Jun 28, 2023",19.37,20.09,20.14,19.26,3.43M,-4.91%
129,"Jun 27, 2023",20.37,20.28,20.38,20.03,652.20K,0.99%
130,"Jun 26, 2023",20.17,20.2,20.67,20.15,836.31K,0.25%
131,"Jun 23, 2023",20.12,20.17,20.25,19.99,1.06M,-2.19%
132,"Jun 22, 2023",20.57,20.2,20.62,19.96,1.04M,0.83%
133,"Jun 21, 2023",20.4,20.5,20.65,20.21,1.09M,-1.88%
134,"Jun 20, 2023",20.79,20.74,21.02,20.21,1.40M,-0.38%
135,"Jun 16, 2023",20.87,21.16,21.21,20.81,1.29M,-1.00%
136,"Jun 15, 2023",21.08,20.8,21.17,20.43,1.18M,0.33%
137,"Jun 14, 2023",21.01,21.42,21.54,20.78,1.55M,-0.80%
138,"Jun 13, 2023",21.18,21.0,21.28,20.77,2.09M,2.47%
139,"Jun 12, 2023",20.67,20.92,21.1,20.45,1.55M,-1.48%
140,"Jun 09, 2023",20.98,21.2,21.2,20.65,1.39M,-0.29%
141,"Jun 08, 2023",21.04,21.07,21.23,20.69,1.25M,-0.47%
142,"Jun 07, 2023",21.14,21.5,21.63,20.98,1.48M,-1.12%
143,"Jun 06, 2023",21.38,20.52,21.4,20.5,1.36M,2.59%
144,"Jun 05, 2023",20.84,21.1,21.11,20.56,1.32M,-1.74%
145,"Jun 02, 2023",21.21,21.06,21.41,20.98,2.02M,1.73%
146,"Jun 01, 2023",20.85,20.22,21.09,20.15,1.59M,3.27%
147,"May 31, 2023",20.19,20.9,20.96,19.86,2.29M,-4.72%
148,"May 30, 2023",21.19,21.54,21.64,21.01,1.10M,0.09%
149,"May 26, 2023",21.17,21.41,21.5,21.01,988.91K,-0.75%
150,"May 25, 2023",21.33,22.01,22.02,21.18,1.11M,-2.78%
151,"May 24, 2023",21.94,22.09,22.25,21.22,1.62M,-2.27%
152,"May 23, 2023",22.45,22.48,23.04,22.3,1.37M,-1.88%
153,"May 22, 2023",22.88,22.37,22.93,22.16,1.23M,2.74%
154,"May 19, 2023",22.27,22.97,23.12,22.11,1.45M,-2.88%
155,"May 18, 2023",22.93,22.72,23.03,22.29,2.09M,-0.30%
156,"May 17, 2023",23.0,22.5,23.32,22.25,1.90M,3.65%
157,"May 16, 2023",22.19,21.99,22.92,21.89,2.39M,2.12%
158,"May 15, 2023",21.73,21.75,22.11,21.49,1.49M,1.49%
159,"May 12, 2023",21.41,21.27,21.54,20.98,843.32K,0.23%
160,"May 11, 2023",21.36,21.88,22.22,21.27,1.43M,-2.29%
161,"May 10, 2023",21.86,21.6,22.08,21.45,2.09M,3.45%
162,"May 09, 2023",21.13,20.29,21.81,20.26,2.42M,2.52%
163,"May 08, 2023",20.61,20.25,20.74,19.9,1.92M,3.57%
164,"May 05, 2023",19.9,19.18,19.92,19.09,2.06M,6.25%
165,"May 04, 2023",18.73,18.97,19.12,18.6,1.70M,-1.11%
166,"May 03, 2023",18.94,18.98,19.47,18.84,1.44M,-0.26%
167,"May 02, 2023",18.99,19.26,19.42,18.73,1.26M,-1.96%
168,"May 01, 2023",19.37,19.94,20.12,19.11,1.23M,-3.05%
169,"Apr 28, 2023",19.98,19.71,20.05,19.58,884.63K,0.71%
170,"Apr 27, 2023",19.84,19.7,19.93,19.5,1.05M,2.01%
171,"Apr 26, 2023",19.45,19.88,19.98,19.38,1.10M,-0.61%
172,"Apr 25, 2023",19.57,20.01,20.29,19.46,1.49M,-4.16%
173,"Apr 24, 2023",20.42,19.16,20.46,19.1,2.40M,7.25%
174,"Apr 21, 2023",19.04,19.39,19.5,18.91,2.03M,-1.35%
175,"Apr 20, 2023",19.3,19.49,19.82,19.21,1.47M,-4.22%
176,"Apr 19, 2023",20.15,19.96,20.24,19.74,975.89K,-0.98%
177,"Apr 18, 2023",20.35,20.74,20.74,20.04,1.33M,-0.97%
178,"Apr 17, 2023",20.55,20.39,20.81,20.21,1.33M,0.78%
179,"Apr 14, 2023",20.39,20.26,21.26,20.14,2.56M,1.24%
180,"Apr 13, 2023",20.14,19.55,20.32,19.5,1.41M,4.19%
181,"Apr 12, 2023",19.33,20.02,20.16,19.31,2.01M,-2.08%
182,"Apr 11, 2023",19.74,19.3,19.99,19.28,1.92M,3.24%
183,"Apr 10, 2023",19.12,18.7,19.14,18.51,2.19M,0.74%
184,"Apr 06, 2023",18.98,19.36,19.37,18.43,2.83M,-2.01%
185,"Apr 05, 2023",19.37,20.77,20.77,19.2,3.57M,-7.76%
186,"Apr 04, 2023",21.0,21.52,21.57,20.77,1.51M,-2.37%
187,"Apr 03, 2023",21.51,21.84,22.14,21.17,1.74M,-1.15%
188,"Mar 31, 2023",21.76,21.58,21.86,21.31,2.21M,1.54%
189,"Mar 30, 2023",21.43,21.55,21.73,20.99,1.75M,0.94%
190,"Mar 29, 2023",21.23,21.49,21.55,20.83,2.14M,-0.14%
191,"Mar 28, 2023",21.26,21.49,22.11,21.12,2.36M,2.46%
192,"Mar 27, 2023",20.75,20.9,21.0,20.43,1.08M,0.19%
193,"Mar 24, 2023",20.71,20.35,20.79,19.92,1.18M,0.58%
194,"Mar 23, 2023",20.59,20.65,21.47,20.36,1.56M,0.78%
195,"Mar 22, 2023",20.43,20.85,21.08,20.41,1.67M,-1.68%
196,"Mar 21, 2023",20.78,20.63,20.97,20.21,1.84M,2.01%
197,"Mar 20, 2023",20.37,20.31,20.51,19.96,1.57M,1.14%
198,"Mar 17, 2023",20.14,20.59,20.72,19.9,1.59M,-2.04%
199,"Mar 16, 2023",20.56,20.1,20.92,19.78,1.74M,1.73%
200,"Mar 15, 2023",20.21,20.65,20.85,19.91,2.56M,-4.67%
201,"Mar 14, 2023",21.2,21.32,21.5,20.96,1.85M,2.02%
202,"Mar 13, 2023",20.78,20.34,21.23,19.8,2.63M,-0.19%
203,"Mar 10, 2023",20.82,21.7,21.78,20.4,3.12M,-4.06%
204,"Mar 09, 2023",21.7,23.37,23.42,21.65,2.92M,-7.82%
205,"Mar 08, 2023",23.54,23.29,23.88,22.99,1.67M,1.16%
206,"Mar 07, 2023",23.27,23.5,23.77,23.13,1.53M,-2.47%
207,"Mar 06, 2023",23.86,24.33,24.55,23.85,1.54M,-1.77%
208,"Mar 03, 2023",24.29,23.48,24.44,22.66,2.60M,4.61%
209,"Mar 02, 2023",23.22,23.46,23.46,21.79,3.16M,-2.76%
210,"Mar 01, 2023",23.88,23.74,24.17,23.67,1.98M,1.23%
211,"Feb 28, 2023",23.59,23.77,23.92,23.45,1.10M,-0.76%
212,"Feb 27, 2023",23.77,23.19,23.94,22.84,1.96M,4.44%
213,"Feb 24, 2023",22.76,22.94,23.0,22.44,2.06M,-2.82%
214,"Feb 23, 2023",23.42,23.15,23.79,22.87,2.12M,2.72%
215,"Feb 22, 2023",22.8,22.6,23.09,22.37,1.74M,1.06%
216,"Feb 21, 2023",22.56,23.88,23.99,22.33,2.90M,-4.20%
217,"Feb 17, 2023",23.55,24.88,25.12,23.53,3.99M,-6.73%
218,"Feb 16, 2023",25.25,24.95,25.89,24.31,2.84M,1.08%
219,"Feb 15, 2023",24.98,24.69,25.0,24.31,1.98M,0.40%
220,"Feb 14, 2023",24.88,24.16,25.15,24.08,2.41M,3.11%
221,"Feb 13, 2023",24.13,24.61,24.69,24.08,1.96M,-1.71%
222,"Feb 10, 2023",24.55,25.82,25.85,24.19,3.33M,-4.84%
223,"Feb 09, 2023",25.8,26.02,26.96,25.61,4.25M,1.02%
224,"Feb 08, 2023",25.54,25.8,26.64,25.5,3.18M,-1.35%
225,"Feb 07, 2023",25.89,26.21,26.85,25.17,9.44M,10.36%
226,"Feb 06, 2023",23.46,24.12,24.55,23.33,2.06M,-3.54%
227,"Feb 03, 2023",24.32,24.5,25.01,24.2,2.11M,-2.56%
228,"Feb 02, 2023",24.96,25.25,25.28,24.37,3.76M,1.05%
229,"Feb 01, 2023",24.7,25.46,25.5,23.51,8.04M,-2.10%
230,"Jan 31, 2023",25.23,23.84,25.3,23.14,14.01M,14.73%
231,"Jan 30, 2023",21.99,22.18,22.8,21.99,1.53M,-2.27%
232,"Jan 27, 2023",22.5,22.02,22.54,21.62,1.80M,1.81%
233,"Jan 26, 2023",22.1,22.72,22.77,22.0,2.13M,-0.76%
234,"Jan 25, 2023",22.27,21.53,22.28,21.24,2.03M,1.60%
235,"Jan 24, 2023",21.92,21.49,22.2,21.1,1.43M,1.15%
236,"Jan 23, 2023",21.67,21.27,21.7,21.08,2.21M,4.23%
237,"Jan 20, 2023",20.79,20.15,21.1,20.04,1.66M,4.21%
238,"Jan 19, 2023",19.95,19.64,20.11,19.44,1.95M,0.30%
239,"Jan 18, 2023",19.89,20.89,21.0,19.87,2.19M,-3.82%
240,"Jan 17, 2023",20.68,20.91,21.23,20.55,2.05M,-0.19%
241,"Jan 13, 2023",20.72,20.41,20.91,19.72,2.79M,-0.86%
242,"Jan 12, 2023",20.9,20.36,20.92,19.66,2.74M,3.93%
243,"Jan 11, 2023",20.11,19.07,20.23,19.02,3.67M,6.40%
244,"Jan 10, 2023",18.9,19.06,19.22,18.36,2.66M,-0.89%
245,"Jan 09, 2023",19.07,19.33,19.95,19.07,3.17M,0.69%
246,"Jan 06, 2023",18.94,19.16,19.29,18.28,2.11M,1.34%
247,"Jan 05, 2023",18.69,18.91,18.91,18.32,2.19M,-1.42%
248,"Jan 04, 2023",18.96,17.78,19.0,17.58,3.52M,6.34%
249,"Jan 03, 2023",17.83,19.28,19.44,17.67,3.14M,-5.91%
250,"Dec 30, 2022",18.95,18.75,19.06,18.42,1.98M,0.05%
251,"Dec 29, 2022",18.94,18.99,19.27,18.77,1.90M,1.34%
252,"Dec 28, 2022",18.69,19.52,19.57,18.68,2.47M,-3.96%
253,"Dec 27, 2022",19.46,20.07,20.07,19.09,1.80M,-3.52%
254,"Dec 23, 2022",20.17,20.42,20.47,20.03,1.41M,-1.18%
255,"Dec 22, 2022",20.41,20.84,20.9,19.9,2.18M,-3.27%
256,"Dec 21, 2022",21.1,21.19,21.19,20.25,1.53M,1.15%
257,"Dec 20, 2022",20.86,21.24,22.07,20.78,1.99M,-3.47%
258,"Dec 19, 2022",21.61,22.8,22.91,21.47,2.02M,-5.43%
259,"Dec 16, 2022",22.85,22.61,23.18,22.39,1.54M,0.00%
260,"Dec 15, 2022",22.85,23.01,23.11,22.51,2.56M,-4.35%
261,"Dec 14, 2022",23.89,24.02,24.4,23.58,1.56M,-1.16%
262,"Dec 13, 2022",24.17,24.44,24.69,23.84,1.34M,2.33%
263,"Dec 12, 2022",23.62,23.19,23.77,23.01,842.91K,1.72%
264,"Dec 09, 2022",23.22,23.48,23.8,23.16,1.15M,-1.07%
265,"Dec 08, 2022",23.47,24.2,24.76,23.33,1.71M,-1.51%
266,"Dec 07, 2022",23.83,23.23,23.91,23.15,1.28M,2.54%
267,"Dec 06, 2022",23.24,24.04,24.32,22.95,2.30M,-2.76%
268,"Dec 05, 2022",23.9,25.04,25.11,23.85,2.03M,-5.57%
269,"Dec 02, 2022",25.31,24.65,25.51,24.6,1.49M,0.44%
270,"Dec 01, 2022",25.2,25.17,25.49,24.42,1.46M,0.88%
271,"Nov 30, 2022",24.98,23.92,25.04,23.61,2.09M,6.48%
272,"Nov 29, 2022",23.46,23.96,24.05,23.13,1.65M,-0.42%
273,"Nov 28, 2022",23.56,23.97,24.55,23.51,2.01M,-3.99%
274,"Nov 25, 2022",24.54,26.05,26.38,24.13,3.15M,-7.05%
275,"Nov 23, 2022",26.4,25.6,26.44,25.6,1.23M,2.52%
276,"Nov 22, 2022",25.75,25.54,25.86,25.2,1.28M,0.86%
277,"Nov 21, 2022",25.53,24.92,25.62,24.51,1.24M,1.96%
278,"Nov 18, 2022",25.04,25.32,25.41,24.72,1.31M,-0.28%
279,"Nov 17, 2022",25.11,25.46,25.79,24.78,2.28M,-3.20%
280,"Nov 16, 2022",25.94,26.42,26.75,25.8,1.32M,-1.71%
281,"Nov 15, 2022",26.39,27.13,27.34,25.58,3.41M,-3.58%
282,"Nov 14, 2022",27.37,28.14,28.15,26.81,2.68M,-3.35%
283,"Nov 11, 2022",28.32,28.36,29.48,28.14,2.20M,0.68%
284,"Nov 10, 2022",28.13,27.48,28.15,26.72,2.49M,8.82%
285,"Nov 09, 2022",25.85,26.82,27.38,25.82,1.97M,-5.55%
286,"Nov 08, 2022",27.37,26.84,28.1,26.6,2.25M,3.52%
287,"Nov 07, 2022",26.44,26.73,26.88,25.97,1.37M,0.04%
288,"Nov 04, 2022",26.43,25.98,27.27,25.89,2.68M,6.06%
289,"Nov 03, 2022",24.92,23.9,25.46,23.49,2.36M,3.75%
290,"Nov 02, 2022",24.02,25.05,25.45,24.01,2.15M,-4.49%
291,"Nov 01, 2022",25.15,25.77,26.17,25.08,1.55M,1.09%
292,"Oct 31, 2022",24.88,24.9,25.14,24.48,1.29M,-1.23%
293,"Oct 28, 2022",25.19,25.13,25.32,24.26,1.80M,-0.24%
294,"Oct 27, 2022",25.25,26.47,26.55,25.04,1.74M,-3.81%
295,"Oct 26, 2022",26.25,26.25,26.89,25.8,2.32M,0.08%
296,"Oct 25, 2022",26.23,25.33,26.49,25.33,2.07M,2.90%
297,"Oct 24, 2022",25.49,26.25,26.25,24.96,2.54M,-3.08%
298,"Oct 21, 2022",26.3,23.66,26.59,23.46,3.57M,11.21%
299,"Oct 20, 2022",23.65,24.2,24.74,23.26,2.13M,-2.19%
300,"Oct 19, 2022",24.18,23.24,24.2,22.83,2.16M,3.25%
301,"Oct 18, 2022",23.42,24.24,24.36,22.92,1.82M,0.21%
302,"Oct 17, 2022",23.37,22.9,23.66,22.89,1.73M,5.41%
303,"Oct 14, 2022",22.17,23.32,23.6,22.07,1.88M,-4.48%
304,"Oct 13, 2022",23.21,21.03,23.5,20.81,3.46M,4.08%
305,"Oct 12, 2022",22.3,22.6,22.71,21.53,2.26M,-2.11%
306,"Oct 11, 2022",22.78,22.84,23.55,22.53,2.08M,-1.64%
307,"Oct 10, 2022",23.16,23.51,23.9,22.5,2.27M,-2.15%
308,"Oct 07, 2022",23.67,26.0,26.35,23.5,6.36M,-12.82%
309,"Oct 06, 2022",27.15,27.79,29.05,27.13,1.72M,-3.52%
310,"Oct 05, 2022",28.14,27.9,28.3,26.89,1.98M,-1.33%
311,"Oct 04, 2022",28.52,28.2,28.84,27.82,2.06M,5.43%
312,"Oct 03, 2022",27.05,26.49,27.3,25.93,1.43M,3.13%
313,"Sep 30, 2022",26.23,26.25,27.27,25.68,1.61M,-0.94%
314,"Sep 29, 2022",26.48,27.45,27.53,26.17,1.88M,-4.71%
315,"Sep 28, 2022",27.79,26.22,27.82,26.01,1.90M,5.50%
316,"Sep 27, 2022",26.34,26.8,27.14,26.04,1.45M,1.35%
317,"Sep 26, 2022",25.99,25.5,26.9,25.43,2.02M,0.00%
318,"Sep 23, 2022",25.99,25.99,26.56,25.38,3.66M,-4.38%
319,"Sep 22, 2022",27.18,28.65,29.16,27.11,2.44M,-5.03%
320,"Sep 21, 2022",28.62,29.02,29.89,28.21,1.75M,-1.31%
321,"Sep 20, 2022",29.0,29.18,29.75,28.82,1.60M,-1.29%
322,"Sep 19, 2022",29.38,27.7,29.5,27.6,2.07M,3.09%
323,"Sep 16, 2022",28.5,29.47,29.57,28.02,3.44M,-6.13%
324,"Sep 15, 2022",30.36,31.44,31.98,30.1,2.21M,-4.23%
325,"Sep 14, 2022",31.7,30.83,31.8,30.23,2.26M,1.77%
326,"Sep 13, 2022",31.15,30.1,32.17,29.87,2.64M,-1.55%
327,"Sep 12, 2022",31.64,31.93,32.06,30.41,2.64M,-0.25%
328,"Sep 09, 2022",31.72,31.6,32.5,31.32,2.97M,1.08%
329,"Sep 08, 2022",31.38,28.78,31.62,28.45,4.88M,8.17%
330,"Sep 07, 2022",29.01,27.51,29.09,27.22,2.33M,4.02%
331,"Sep 06, 2022",27.89,28.19,28.7,27.17,1.89M,1.83%
332,"Sep 02, 2022",27.39,28.24,28.7,27.29,1.34M,-0.40%
333,"Sep 01, 2022",27.5,28.0,28.08,26.62,2.55M,-4.01%
334,"Aug 31, 2022",28.65,28.07,28.95,27.84,1.79M,2.32%
335,"Aug 30, 2022",28.0,29.08,29.23,27.53,1.94M,-2.71%
336,"Aug 29, 2022",28.78,28.99,29.92,28.7,2.30M,-3.62%
337,"Aug 26, 2022",29.86,31.73,31.97,29.65,3.98M,-5.72%
338,"Aug 25, 2022",31.67,32.0,33.1,31.33,4.06M,-0.16%
339,"Aug 24, 2022",31.72,30.32,31.75,30.07,2.33M,5.03%
340,"Aug 23, 2022",30.2,28.98,30.3,28.86,2.03M,5.34%
341,"Aug 22, 2022",28.67,27.65,29.09,27.08,2.22M,0.49%
342,"Aug 19, 2022",28.53,29.35,29.59,28.2,2.00M,-5.28%
343,"Aug 18, 2022",30.12,29.59,30.83,29.55,2.00M,2.00%
344,"Aug 17, 2022",29.53,29.52,30.14,28.72,2.18M,-2.06%
345,"Aug 16, 2022",30.15,30.88,30.88,29.55,2.22M,-2.01%
346,"Aug 15, 2022",30.77,30.14,31.09,29.7,2.66M,-1.22%
347,"Aug 12, 2022",31.15,29.6,31.81,29.24,4.05M,6.21%
348,"Aug 11, 2022",29.33,29.96,30.11,29.29,2.56M,-0.61%
349,"Aug 10, 2022",29.51,28.96,29.55,28.49,3.29M,4.98%
350,"Aug 09, 2022",28.11,28.2,28.61,27.57,2.98M,-0.67%
351,"Aug 08, 2022",28.3,28.0,29.2,27.92,3.91M,3.40%
352,"Aug 05, 2022",27.37,25.47,27.75,25.4,2.63M,5.59%
353,"Aug 04, 2022",25.92,26.11,26.38,25.09,1.85M,0.31%
354,"Aug 03, 2022",25.84,26.15,26.92,25.48,2.22M,0.51%
355,"Aug 02, 2022",25.71,24.68,25.95,24.64,2.63M,2.76%
356,"Aug 01, 2022",25.02,25.45,25.48,24.0,2.01M,-1.53%
357,"Jul 29, 2022",25.41,25.48,25.78,24.73,2.58M,1.80%
358,"Jul 28, 2022",24.96,24.33,25.25,23.54,2.68M,4.26%
359,"Jul 27, 2022",23.94,23.01,24.08,22.61,1.42M,5.51%
360,"Jul 26, 2022",22.69,23.14,23.31,22.49,1.19M,-2.99%
361,"Jul 25, 2022",23.39,22.75,23.6,22.02,1.74M,3.40%
362,"Jul 22, 2022",22.62,24.09,24.21,22.51,3.22M,-4.80%
363,"Jul 21, 2022",23.76,22.48,23.78,22.46,3.54M,5.37%
364,"Jul 20, 2022",22.55,22.07,22.94,21.98,1.85M,2.17%
365,"Jul 19, 2022",22.07,21.46,22.09,21.22,1.45M,4.90%
366,"Jul 18, 2022",21.04,20.85,21.76,20.72,1.82M,3.44%
367,"Jul 15, 2022",20.34,20.88,20.88,19.81,1.71M,-1.12%
368,"Jul 14, 2022",20.57,20.1,20.58,19.55,1.72M,-1.11%
369,"Jul 13, 2022",20.8,20.0,21.25,19.69,1.84M,2.06%
370,"Jul 12, 2022",20.38,20.65,21.18,20.01,1.51M,-2.58%
371,"Jul 11, 2022",20.92,21.22,21.47,20.61,1.16M,-3.82%
372,"Jul 08, 2022",21.75,21.04,22.14,20.85,1.98M,0.42%
373,"Jul 07, 2022",21.66,20.1,21.84,20.09,2.94M,10.34%
374,"Jul 06, 2022",19.63,19.79,20.09,18.89,2.36M,-0.96%
375,"Jul 05, 2022",19.82,19.55,19.9,18.92,2.49M,-1.49%
376,"Jul 01, 2022",20.12,20.0,20.71,19.75,1.16M,-0.05%
377,"Jun 30, 2022",20.13,20.05,20.42,19.33,1.95M,-1.80%
378,"Jun 29, 2022",20.5,21.56,21.64,20.14,2.08M,-4.87%
379,"Jun 28, 2022",21.55,23.16,23.19,21.36,1.86M,-5.15%
380,"Jun 27, 2022",22.72,22.29,22.86,21.49,2.09M,4.12%
381,"Jun 24, 2022",21.82,21.85,22.39,21.41,2.03M,1.39%
382,"Jun 23, 2022",21.52,20.93,22.09,20.9,2.60M,3.07%
383,"Jun 22, 2022",20.88,20.68,21.83,20.56,2.22M,-2.52%
384,"Jun 21, 2022",21.42,20.86,21.56,20.74,2.28M,6.41%
385,"Jun 17, 2022",20.13,19.51,20.77,19.47,3.39M,3.23%
386,"Jun 16, 2022",19.5,20.17,20.48,19.15,2.46M,-7.10%
387,"Jun 15, 2022",20.99,20.67,21.4,20.1,3.52M,3.81%
388,"Jun 14, 2022",20.22,20.77,20.95,19.92,2.65M,-2.03%
389,"Jun 13, 2022",20.64,21.69,21.83,20.42,3.64M,-8.91%
390,"Jun 10, 2022",22.66,22.36,22.99,22.08,2.33M,-1.09%
391,"Jun 09, 2022",22.91,24.1,24.16,22.91,2.02M,-5.68%
392,"Jun 08, 2022",24.29,25.23,25.75,24.01,2.04M,-4.45%
393,"Jun 07, 2022",25.42,24.96,25.48,24.55,1.82M,0.39%
394,"Jun 06, 2022",25.32,25.21,25.49,24.45,2.26M,3.18%
395,"Jun 03, 2022",24.54,24.11,24.87,23.72,1.98M,-1.64%
